MAJORGROUP,SELEMENTID,GNAME,SNAME,SCOMNAME,GRANK,SRANK,ENDEMIC,USESA,COSTATUS,OTHERSTATUS,CNHPSENS,AQDEP,TRACK
Natural Communities,364704,Artemisia tridentata ssp. wyomingensis / Pleuraphis jamesii Shrubland,Artemisia tridentata ssp. wyomingensis  /  Pleuraphis jamesii Shrubland,-,GNR,S2S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,364755,Artemisia tridentata ssp. wyomingensis / Poa fendleriana Shrubland,Artemisia tridentata ssp. wyomingensis  /  Poa fendleriana Shrubland,-,GNR,S2S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,364520,Artemisia tridentata ssp. wyomingensis / Poa secunda Shrubland,Artemisia tridentata ssp. wyomingensis  /  Poa secunda Shrubland,-,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24470,Artemisia tridentata ssp. wyomingensis / Pseudoroegneria spicata Shrub Grassland,Artemisia tridentata ssp. wyomingensis  /  Pseudoroegneria spicata Shrub Grassland,Xeric Sagebrush Shrublands,G4,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,364666,Artemisia tridentata ssp. wyomingensis / Pseudoroegneria spicata Shrubland,Artemisia tridentata ssp. wyomingensis  /  Pseudoroegneria spicata Shrubland,-,G5?,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,364754,Artemisia tridentata ssp. wyomingensis / Sparse Understory Shrubland,Artemisia tridentata ssp. wyomingensis  /  Sparse Understory Shrubland,-,GNR,S4S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24771,Artemisia tripartita ssp. tripartita / Festuca idahoensis Shrub Grassland,Artemisia tripartita ssp. tripartita  /  Festuca idahoensis Shrub Grassland,Mixed Foothill Shrublands,G3,S1?,N,-,-,-,N,N,Fully Tracked
Natural Communities,24590,Athyrium americanum Alpine Sparse Vegetation,Athyrium americanum Alpine Sparse Vegetation,Alpine Fellfields,GU,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,364607,Atriplex canescens - Artemisia tridentata Shrubland,Atriplex canescens  -  Artemisia tridentata Shrubland,-,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364608,Atriplex canescens - Ephedra viridis Talus Shrubland,Atriplex canescens  -  Ephedra viridis Talus Shrubland,-,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364526,Atriplex canescens - Krascheninnikovia lanata Shrubland,Atriplex canescens  -  Krascheninnikovia lanata Shrubland,-,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,364637,Atriplex canescens / Achnatherum hymenoides Shrubland,Atriplex canescens  /  Achnatherum hymenoides Shrubland,-,G3G5,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24660,Atriplex canescens / Bouteloua gracilis Shrubland,Atriplex canescens  /  Bouteloua gracilis Shrubland,Shortgrass Prairie,G3,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24943,Atriplex canescens / Pleuraphis jamesii Shrubland,Atriplex canescens  /  Pleuraphis jamesii Shrubland,Shortgrass Prairie,G3G4,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,24816,Atriplex canescens / Sporobolus airoides Shrubland,Atriplex canescens  /  Sporobolus airoides Shrubland,Great Plains Shrubland,G5?,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,364687,Atriplex canescens Shrubland,Atriplex canescens Shrubland,-,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,364568,Atriplex confertifolia - Krascheninnikovia lanata Shrubland,Atriplex confertifolia  -  Krascheninnikovia lanata Shrubland,-,G3G5,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24508,Atriplex confertifolia - Sarcobatus vermiculatus Shrubland,Atriplex confertifolia  -  Sarcobatus vermiculatus Shrubland,Saline Bottomland Shrublands,G5,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24683,Atriplex confertifolia / Achnatherum hymenoides Shrubland,Atriplex confertifolia  /  Achnatherum hymenoides Shrubland,Cold Desert Shrublands,G3,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24878,Atriplex confertifolia / Hesperostipa comata Shrubland,Atriplex confertifolia  /  Hesperostipa comata Shrubland,Cold Desert Shrublands,G2,S1S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24655,Atriplex confertifolia / Leymus salinus Shrubland,Atriplex confertifolia  /  Leymus salinus Shrubland,Cold Desert Shrublands,G3G5,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24753,Atriplex confertifolia / Pleuraphis jamesii Shrubland,Atriplex confertifolia  /  Pleuraphis jamesii Shrubland,Cold Desert Shrublands,G3G5,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24522,Atriplex confertifolia / Pseudoroegneria spicata Shrubland,Atriplex confertifolia  /  Pseudoroegneria spicata Shrubland,Cold Desert Shrublands,G3,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,364686,Atriplex confertifolia Great Basin Shrubland,Atriplex confertifolia Great Basin Shrubland,-,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,364499,Atriplex confertifolia Wyoming Basins Shrubland,Atriplex confertifolia Wyoming Basins Shrubland,-,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24515,Atriplex corrugata Dwarf-shrubland,Atriplex corrugata Dwarf - shrubland,Alkali Mat Saltbush Shrublands,G5,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24623,Atriplex cuneata - Frankenia jamesii / Sporobolus airoides Shrubland,Atriplex cuneata  -  Frankenia jamesii  /  Sporobolus airoides Shrubland,Alkali Mat Saltbush Shrublands,G1?,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,24864,Atriplex gardneri / Achnatherum hymenoides Dwarf-shrubland,Atriplex gardneri  /  Achnatherum hymenoides Dwarf - shrubland,Gardner's Mat Saltbush Shrublands,G3,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24633,Atriplex gardneri / Leymus salinus Dwarf-shrubland,Atriplex gardneri  /  Leymus salinus Dwarf - shrubland,Gardner's Mat Saltbush Shrublands,G2?,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24579,Atriplex gardneri / Pleuraphis jamesii Dwarf-shrubland,Atriplex gardneri  /  Pleuraphis jamesii Dwarf - shrubland,Gardner's Mat Saltbush Shrublands,G3G5,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,364689,Atriplex gardneri / Xylorhiza venusta Dwarf-shrubland,Atriplex gardneri  /  Xylorhiza venusta Dwarf - shrubland,-,G3G5,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364615,Atriplex gardneri Dwarf-shrubland,Atriplex gardneri Dwarf - shrubland,-,G3G5,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364777,Baccharis salicina Shrubland,Baccharis salicina Shrubland,-,GNR,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24497,Betula glandulosa / Mesic Forbs - Mesic Graminoids Wet Shrubland,Betula glandulosa  /  Mesic Forbs  -  Mesic Graminoids Wet Shrubland,Subalpine Riparian Shrubland,G3G4,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364695,Betula glandulosa / Salix brachycarpa Wet Shrubland,Betula glandulosa  /  Salix brachycarpa Wet Shrubland,-,GNR,SU,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,24720,Betula glandulosa / Sphagnum spp. Shrub Fen,Betula glandulosa  /  Sphagnum spp. Shrub Fen,Dwarf Birch / sphagnum Shrubland,G2,S2,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,24876,Betula occidentalis / Cornus sericea Wet Shrubland,Betula occidentalis  /  Cornus sericea Wet Shrubland,Lower Montane Riparian Shrublands,G3,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24686,Betula occidentalis / Maianthemum stellatum Wet Shrubland,Betula occidentalis  /  Maianthemum stellatum Wet Shrubland,Foothills Riparian Shrubland,G4?,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24637,Betula occidentalis / Mesic Graminoids Wet Shrubland,Betula occidentalis  /  Mesic Graminoids Wet Shrubland,Lower Montane Riparian Shrublands,G3,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364590,Betula occidentalis Wet Shrubland,Betula occidentalis Wet Shrubland,-,G3G4,S3S4,N,-,-,-,N,N,Fully Tracked
Natural Communities,18046,Bolboschoenus maritimus Marsh,Bolboschoenus maritimus Marsh,Emergent Wetland (Marsh),G4,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24580,Bouteloua eriopoda - Bouteloua hirsuta Grassland,Bouteloua eriopoda  -  Bouteloua hirsuta Grassland,Shortgrass Prairie,G2,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,24991,Bouteloua eriopoda - Pleuraphis jamesii Grassland,Bouteloua eriopoda  -  Pleuraphis jamesii Grassland,Shortgrass Prairie,G3,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,24680,Bouteloua gracilis - Bouteloua curtipendula Grassland,Bouteloua gracilis  -  Bouteloua curtipendula Grassland,Shortgrass Prairie,G5,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,24979,Bouteloua gracilis - Bouteloua dactyloides Grassland,Bouteloua gracilis  -  Bouteloua dactyloides Grassland,Shortgrass Prairie,G4,S2?,N,-,-,-,N,N,Partial Tracking
Natural Communities,24747,Bouteloua gracilis - Bouteloua hirsuta Grassland,Bouteloua gracilis  -  Bouteloua hirsuta Grassland,Shortgrass Prairie,G3G4,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,364788,Bouteloua gracilis - Muhlenbergia torreyi - Aristida purpurea Grassland,Bouteloua gracilis  -  Muhlenbergia torreyi  -  Aristida purpurea Grassland,-,GNR,S4S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24511,Bouteloua gracilis - Pleuraphis jamesii Grassland,Bouteloua gracilis  -  Pleuraphis jamesii Grassland,Shortgrass Prairie,G2G4,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24512,Bouteloua gracilis Grassland,Bouteloua gracilis Grassland,Blue Grama Short Grass Prairie,G4Q,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24524,Buchloe dactyloides - Ratibida tagetes - Ambrosia linearis Herbaceous Vegetation,Buchloe dactyloides  -  Ratibida tagetes  -  Ambrosia linearis Herbaceous Vegetation,Buffalograss Playa,G3,S3,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,18213,Calamagrostis canadensis Western Wet Meadow,Calamagrostis canadensis Western Wet Meadow,Montane Wet Meadows,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,364749,Calamagrostis scopulorum Seep Hanging Garden,Calamagrostis scopulorum Seep Hanging Garden,-,GNR,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,40645,Calamagrostis stricta Wet Meadow,Calamagrostis stricta Wet Meadow,Slimstem Reedgrass,GU,S2S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364690,Calamovilfa longifolia - Hesperostipa comata Grassland,Calamovilfa longifolia  -  Hesperostipa comata Grassland,-,G3,S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,16989,Caltha leptosepala Wet Meadow,Caltha leptosepala Wet Meadow,Montane Wet Meadows,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24679,Cardamine cordifolia - Mertensia ciliata - Senecio triangularis Wet Meadow,Cardamine cordifolia  -  Mertensia ciliata  -  Senecio triangularis Wet Meadow,Alpine Wetlands,G4,S4,Y,-,-,-,N,Y,Partial Tracking
Natural Communities,24955,Carex aquatilis - Carex utriculata Wet Meadow,Carex aquatilis  -  Carex utriculata Wet Meadow,Montane Wet Meadows,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,364055,Carex aquatilis - Sphagnum spp. Fen,Carex aquatilis  -  Sphagnum spp. Fen,-,G2G3,S2S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,22745,Carex aquatilis Wet Meadow,Carex aquatilis Wet Meadow,Montane Wet Meadows,G5,S5,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24694,Carex arapahoensis Alpine Fell-field,Carex arapahoensis Alpine Fell - field,Alpine Fellfields,GU,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,18076,Carex atherodes Wet Meadow,Carex atherodes Wet Meadow,-,G3G5,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,20370,Carex buxbaumii Fen,Carex buxbaumii Fen,Buxbaum's Sedge Wet Meadow,G3,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24710,Carex capillaris - Polygonum viviparum Wet Meadow,Carex capillaris  -  Polygonum viviparum Wet Meadow,Alpine Wetlands,GU,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,17597,Carex diandra Wet Meadow Fen,Carex diandra Wet Meadow Fen,Quaking Fen,GNR,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24910,Carex duriuscula Grassland,Carex duriuscula Grassland,Alpine Wetlands,GUQ,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24974,Carex ebenea - Trifolium parryi Alpine Snowbed,Carex ebenea  -  Trifolium parryi Alpine Snowbed,Montane Wet Meadows,GUQ,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364653,Carex elynoides - Geum rossii Alpine Turf,Carex elynoides  -  Geum rossii Alpine Turf,-,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24794,Carex elynoides - Oreoxis spp. Alpine Turf,Carex elynoides  -  Oreoxis spp. Alpine Turf,Dry Alpine Meadows,G4,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,364655,Carex elynoides Alpine Turf,Carex elynoides Alpine Turf,-,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,22629,Carex emoryi Herbaceous Vegetation,Carex emoryi Herbaceous Vegetation,Emory's Sedge,G4G5,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,19588,Carex haydeniana Alpine Turf,Carex haydeniana Alpine Turf,Alpine Wetlands,GU,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,21256,Carex illota Wet Meadow,Carex illota Wet Meadow,Alpine Wetlands,GUQ,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24970,Carex lachenalii Wet Meadow,Carex lachenalii Wet Meadow,Alpine Wetlands,GU,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,21816,Carex lasiocarpa Fen,Carex lasiocarpa Fen,Montane Wetland,G4?,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24366,Carex limosa Fen,Carex limosa Fen,Montane Wetland,G2,S1S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,22132,Carex microglochin Fen,Carex microglochin Fen,Alpine Wetlands,GU,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,22744,Carex microptera Wet Meadow,Carex microptera Wet Meadow,Montane Wetland,G4,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24484,Carex nardina Scree Alpine Meadow,Carex nardina Scree Alpine Meadow,Alpine Fellfields,GNR,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,364662,Carex nebrascensis Slope Wet Meadow,Carex nebrascensis Slope Wet Meadow,Nebraska Sedge- Slope Wetland,GU,SU,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,22403,Carex nebrascensis Wet Meadow,Carex nebrascensis Wet Meadow,Wet Meadows,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24886,Carex nigricans - Juncus drummondii Wet Meadow,Carex nigricans  -  Juncus drummondii Wet Meadow,Alpine Wetlands,GU,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,44634,Carex pellita - Calamagrostis stricta Wet Meadow,Carex pellita  -  Calamagrostis stricta Wet Meadow,-,G3G5,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,21815,Carex pellita Wet Meadow,Carex pellita Wet Meadow,Montane Wet Meadows,G3,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,19392,Carex perglobosa - Silene acaulis Alpine Sparse Meadow,Carex perglobosa  -  Silene acaulis Alpine Sparse Meadow,Alpine Fellfields,GU,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,18593,Carex praegracilis Wet Meadow,Carex praegracilis Wet Meadow,Clustered Sedge Wetland,G3G4,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,19076,Carex pyrenaica ssp. micropoda Alpine Snowbed,Carex pyrenaica ssp. micropoda Alpine Snowbed,Alpine Wetlands,GU,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24966,Carex rupestris - Geum rossii Alpine Turf,Carex rupestris  -  Geum rossii Alpine Turf,Alpine Meadows,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24833,Carex rupestris - Trifolium dasyphyllum Alpine Turf,Carex rupestris  -  Trifolium dasyphyllum Alpine Turf,Alpine Meadows,G3G4,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,17187,Carex saxatilis Fen,Carex saxatilis Fen,Wet Meadow,G3,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24712,Carex scopulorum - Caltha leptosepala Wet Meadow,Carex scopulorum  -  Caltha leptosepala Wet Meadow,Alpine Wetlands,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,44643,Carex scopulorum Wet Meadow,Carex scopulorum Wet Meadow,-,G5,S5,N,-,-,-,N,Y,Partial Tracking
Natural Communities,40685,Carex siccata - Geum rossii Alpine Turf,Carex siccata  -  Geum rossii Alpine Turf,Montane Riparian Meadow,GU,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,16887,Carex simulata Fen,Carex simulata Fen,Wet Meadow,G4,S3,N,-,-,-,N,Y,Partial Tracking
Natural Communities,40629,Carex utriculata Perched Wetland Fen,Carex utriculata Perched Wetland Fen,Beaked Sedge Perched Wetland,G3?,S3,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,18795,Carex utriculata Marsh,Carex utriculata Wet Meadow,Beaked Sedge Montane Wet Meadows,G5,S5,N,-,-,-,N,Y,Partial Tracking
Natural Communities,19963,Carex vernacula Wet Meadow,Carex vernacula Wet Meadow,Alpine Wetlands,GU,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,18964,Carex vesicaria Wet Meadow,Carex vesicaria Wet Meadow,Montane Wetland,G4Q,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364527,Ceanothus velutinus Shrubland,Ceanothus velutinus Shrubland,-,GNR,S2S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,17413,Celtis laevigata var. reticulata / Pseudoroegneria spicata Wet Scrub,Celtis laevigata var. reticulata  /  Pseudoroegneria spicata Wet Scrub,Hackberry,G2G3,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,364745,Cercocarpus intricatus Montane Shrubland,Cercocarpus intricatus Montane Shrubland,-,GNR,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,364656,Cercocarpus intricatus Slickrock Sparse Vegetation,Cercocarpus intricatus Slickrock Sparse Vegetation,-,GNR,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,40649,Cercocarpus ledifolius / Artemisia tridentata ssp. vaseyana Woodland,Cercocarpus ledifolius  /  Artemisia tridentata ssp. vaseyana Woodland,-,G3,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,364650,Cercocarpus ledifolius / Prunus virginiana Scrub,Cercocarpus ledifolius  /  Prunus virginiana Scrub,-,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24616,Cercocarpus ledifolius / Pseudoroegneria spicata Scrub,Cercocarpus ledifolius  /  Pseudoroegneria spicata Scrub,Mixed Mountain Shrublands,G4Q,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,364785,Cercocarpus montanus - Artemisia tridentata Shrubland,Cercocarpus montanus  -  Artemisia tridentata Shrubland,-,GNR,S4S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,364782,Cercocarpus montanus - Fendlera rupicola Shrubland,Cercocarpus montanus  -  Fendlera rupicola Shrubland,-,GNR,S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,40633,Cercocarpus montanus - Rhus trilobata / Andropogon gerardii Shrubland,Cercocarpus montanus  -  Rhus trilobata  /  Andropogon gerardii Shrubland,Mountain Mahogany -  Skunkbush  /  Big Bluestem Shrubland,G2G3,S2,Y,-,-,-,N,N,Fully Tracked
Natural Communities,40631,Cercocarpus montanus / Achnatherum scribneri Shrubland,Cercocarpus montanus  /  Achnatherum scribneri Shrubland,Foothills Shrubland,G3,S3,Y,-,-,-,N,N,Fully Tracked
Natural Communities,24785,Cercocarpus montanus / Bouteloua curtipendula Shrubland,Cercocarpus montanus  /  Bouteloua curtipendula Shrubland,Foothills Shrubland,G5,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24921,Cercocarpus montanus / Elymus lanceolatus ssp. lanceolatus Shrubland,Cercocarpus montanus  /  Elymus lanceolatus ssp. lanceolatus Shrubland,Mountain Mahogany / Griffith's Wheatgrass Shrubland,GU,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24531,Cercocarpus montanus / Hesperostipa comata Shrubland,Cercocarpus montanus  /  Hesperostipa comata Shrubland,Mixed Foothill Shrublands,G2,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,40630,Cercocarpus montanus / Hesperostipa neomexicana Shrubland,Cercocarpus montanus  /  Hesperostipa neomexicana Shrubland,Foothills Shrubland,G2G3,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,40632,Cercocarpus montanus / Muhlenbergia montana Shrubland,Cercocarpus montanus  /  Muhlenbergia montana Shrubland,Mixed Mountain Shrublands,GU,S2,Y,-,-,-,N,N,Fully Tracked
Natural Communities,24801,Cercocarpus montanus / Pseudoroegneria spicata Shrubland,Cercocarpus montanus  /  Pseudoroegneria spicata Shrubland,Mixed Mountain Shrublands,G4,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,364679,Cercocarpus montanus / Rhus trilobata Shrubland,Cercocarpus montanus  /  Rhus trilobata var. trilobata Shrubland,Mixed Foothill Shrublands,GNRQ,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364626,Chrysothamnus viscidiflorus - Ericameria parryi Shrub Grassland,Chrysothamnus viscidiflorus  -  Ericameria parryi Shrub Grassland,-,GNR,S4S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,364759,Chrysothamnus viscidiflorus / Hesperostipa comata Shrubland,Chrysothamnus viscidiflorus  /  Hesperostipa comata Shrubland,-,GNR,S4S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,364742,Chrysothamnus viscidiflorus Shrub Grassland,Chrysothamnus viscidiflorus Shrub Grassland,-,GNR,S4S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,364726,Chrysothamnus viscidiflorus Talus Shrubland,Chrysothamnus viscidiflorus Talus Shrubland,-,GNR,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24782,Cirsium scopulorum - Polemonium viscosum Alpine Sparse Meadow,Cirsium scopulorum  -  Polemonium viscosum Alpine Sparse Meadow,Alpine Fellfields,GU,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,21807,Claytonia megarhiza Rock Vegetation,Claytonia megarhiza Rock Vegetation,Alpine Fellfields,GU,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24539,Coleogyne ramosissima / Pleuraphis jamesii Shrubland,Coleogyne ramosissima  /  Pleuraphis jamesii Shrubland,Cold Desert Shrublands,G5,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24532,Cornus sericea / Heracleum maximum Wet Shrubland,Cornus sericea  /  Heracleum maximum Wet Shrubland,-,G3,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,22992,Cornus sericea Rocky Mountain Wet Shrubland,Cornus sericea Rocky Mountain Wet Shrubland,Foothills Riparian Shrubland,G4Q,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,40647,Corylus cornuta Wet Shrubland,Corylus cornuta Wet Shrubland,Lower Montane Forests,G3,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,24755,Crataegus rivularis Wet Shrubland,Crataegus rivularis Wet Shrubland,Foothills Riparian Shrubland,G2Q,S2,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,24604,Cylindropuntia imbricata Ruderal Shrubland,Cylindropuntia imbricata Ruderal Shrubland,Shortgrass Prairie,GNA,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,364624,Danthonia intermedia - Solidago multiradiata Grassland,Danthonia intermedia  -  Solidago multiradiata Grassland,-,G3G4,S3S4,Y,-,-,-,N,N,Fully Tracked
Natural Communities,18621,Danthonia intermedia Grassland,Danthonia intermedia Grassland,Montane Grasslands,G2G3,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,19228,Danthonia parryi Grassland,Danthonia parryi Grassland,Montane Grasslands,G3,S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,24475,Dasiphora fruticosa / Deschampsia cespitosa Wet Shrubland,Dasiphora fruticosa ssp. floribunda  /  Deschampsia cespitosa Wet Shrubland,Montane Riparian Shrubland,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,364693,Dasiphora fruticosa Subalpine Wet Shrubland,Dasiphora fruticosa ssp. floribunda Subalpine Wet Shrubland,-,GNR,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364574,Dasiphora fruticosa Wet Shrubland,Dasiphora fruticosa ssp. floribunda Wet Shrubland,-,G5?,S5,N,-,-,-,N,Y,Partial Tracking
