MAJORGROUP,SELEMENTID,GNAME,SNAME,SCOMNAME,GRANK,SRANK,ENDEMIC,USESA,COSTATUS,OTHERSTATUS,CNHPSENS,AQDEP,TRACK
Vascular Plants,18050,Chamaesyce parryi,Chamaesyce parryi,Dune Spurge,G5,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,21047,Cheilanthes eatonii,Cheilanthes eatonii,Eaton's Lip Fern,G5?,S3,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,20884,Notholaena standleyi,Cheilanthes standleyi,Standley's Cloak Fern,G4,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,17514,Cheilanthes wootonii,Cheilanthes wootonii,Wooton's Lip Fern,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,17343,Chenopodium cycloides,Chenopodium cycloides,Sandhill Goosefoot,G3G4,S2,N,-,-,USFS,N,N,Fully Tracked
Vascular Plants,17728,Chionophila jamesii,Chionophila jamesii,Rocky Mountain Snowlover,G4?,S3S4,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,18669,Chrysothamnus baileyi,Chrysothamnus pulchellus ssp. baileyi,Bailey's Rabbitbrush,G4G5,S1,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,18757,Cirsium barnebyi,Cirsium barnebyi,Barneby's Thistle,G3G4,S3,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,22695,Cirsium clavatum var. osterhoutii,Cirsium clavatum var. osterhoutii,Osterhout's Thistle,GNRT2,S2,Y,-,-,-,N,N,Fully Tracked
Vascular Plants,17396,Cirsium ownbeyi,Cirsium ownbeyi,Ownbey's Thistle,G3,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,22079,Cirsium perplexans,Cirsium perplexans,Adobe Hills Thistle,G3,S3,Y,-,-,SWAP Tier 2,N,N,Fully Tracked
Vascular Plants,22001,Claytonia rubra,Claytonia rubra,Redstem Spring Beauty,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,17933,Cleomella angustifolia,Cleomella angustifolia,Northern Rhombopod,G5,SH,N,-,-,-,N,N,Fully Tracked
Vascular Plants,18544,Cleomella palmeriana,Cleomella palmeriana,Rocky Mountain Rhombopod,G3G4,S3,N,-,-,-,N,N,Fully Tracked
Vascular Plants,23708,Collomia grandiflora,Collomia grandiflora,Showy Collomia,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,22050,Commelina dianthifolia,Commelina dianthifolia,Birdbill Day- flower,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,23769,Conimitella williamsii,Conimitella williamsii,Williams Bishop's Cap,G4,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,18532,Conopholis alpina var. mexicana,Conopholis alpina var. mexicana,Squaw- root,G5T5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,20362,Corispermum navicula,Corispermum navicula,North Park Bugseed,G1Q,S1,Y,-,-,"BLM, SWAP Tier 1",N,N,Fully Tracked
Vascular Plants,21884,Corydalis caseana ssp. brandegeei,Corydalis caseana ssp. brandegeei,Sierra Corydalis,G5T3T4,S3S4,N,-,-,-,N,Y,Watchlisted Only
Vascular Plants,23054,Crassula aquatica,Crassula aquatica,Water Pygmyweed,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,40423,Crataegus chrysocarpa,Crataegus chrysocarpa,Yellow Hawthorn,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,20751,Crataegus saligna,Crataegus saligna,Willow Hawthorn,G3G4,S3,Y,-,-,-,N,N,Watchlisted Only
Vascular Plants,21235,Helianthemum bicknellii,Crocanthemum bicknellii,Plains Frostweed,G5,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,22152,Cryptogramma stelleri,Cryptogramma stelleri,Slender Rock- brake,G5,S2,N,-,-,BLM,N,N,Fully Tracked
Vascular Plants,18707,Rubus arcticus ssp. acaulis,Cylactis arctica ssp. acaulis,Nagoon Berry,G5T5,S1,N,-,-,USFS,N,Y,Fully Tracked
Vascular Plants,22893,Cymopterus duchesnensis,Cymopterus duchesnensis,Uinta Basin Spring- parsley,G3,S2,N,-,-,BLM,N,N,Fully Tracked
Vascular Plants,24450,Cymopterus planosus,Cymopterus planosus,Rocky Mountain Wavewing,G3G4,S3S4,Y,-,-,-,N,N,Watchlisted Only
Vascular Plants,20940,Cypripedium parviflorum,Cypripedium calceolus ssp. parviflorum,American Yellow Lady's- slipper,G5,S2,N,-,-,USFS,Y,N,Fully Tracked
Vascular Plants,16780,Cypripedium fasciculatum,Cypripedium fasciculatum,Clustered Lady's- slipper,G4,S3S4,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,22486,Cystopteris montana,Cystopteris montana,Mountain Bladder Fern,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,18174,Cystopteris utahensis,Cystopteris utahensis,Utah Bladderfern,G3?,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,20861,Dalea cylindriceps,Dalea cylindriceps,Andean Prairie- clover,G3,S2S3,N,-,-,-,N,N,Fully Tracked
Vascular Plants,16702,Delphinium alpestre,Delphinium ramosum var. alpestre,Colorado Larkspur,G3,S2,N,-,-,SWAP Tier 2,N,N,Fully Tracked
Vascular Plants,22380,Delphinium robustum,Delphinium robustum,Wahatoya Creek Larkspur,G2G3,S2?,N,-,-,SWAP Tier 2,N,N,Fully Tracked
Vascular Plants,44153,Descurainia kenheilii,Descurainia kenheilii,Heil's Tansy Mustard,G1,S1,Y,-,-,SWAP Tier 1,N,N,Fully Tracked
Vascular Plants,22077,Desmodium obtusum,Desmodium obtusum,Stiff Tick- trefoil,G4G5,SH,N,-,-,-,N,N,Fully Tracked
Vascular Plants,20848,Dimorphocarpa wislizeni,Dimorphocarpa wislizeni,Spectacle- pod,G4G5,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,19134,Draba borealis,Draba borealis,Northern Rockcress,G5?,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,21274,Draba crassa,Draba crassa,Thick- leaf Whitlow- grass,G3G4,S3,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,18813,Draba exunguiculata,Draba exunguiculata,Clawless Draba,G2,S2,Y,-,-,"SWAP Tier 2, USFS",N,N,Fully Tracked
Vascular Plants,19017,Draba fladnizensis,Draba fladnizensis,Arctic Draba,G5,S3,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,23750,Draba globosa,Draba globosa,Rockcress Draba,G3,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,17247,Draba graminea,Draba graminea,San Juan Draba,G3,S3,Y,-,-,SWAP Tier 2,N,N,Fully Tracked
Vascular Plants,17794,Draba grayana,Draba grayana,Gray's Peak Whitlow- grass,G3,S3,N,-,-,"SWAP Tier 2, USFS",N,N,Fully Tracked
Vascular Plants,17560,Draba incerta,Draba incerta,Yellowstone Whitlow- grass,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,44156,Draba malpighiacea,Draba malpighiacea,Malpighiaceous Draba,G1?,S1?,Y,-,-,SWAP Tier 1,N,N,Fully Tracked
Vascular Plants,23377,Draba oligosperma,Draba oligosperma,Woods Draba,G5,S3,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,19140,Draba rectifructa,Draba rectifructa,Mountain Draba,G3G4,S3,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,21624,Draba smithii,Draba smithii,Smith Whitlow- grass,G2,S2,N,-,-,"SWAP Tier 2, USFS",N,N,Fully Tracked
Vascular Plants,21234,Draba streptobrachia,Draba streptobrachia,Colorado Divide Draba,G3,S3,N,-,-,-,N,N,Fully Tracked
Vascular Plants,17985,Draba ventosa,Draba ventosa,Wind River Draba,G3,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,24110,Draba weberi,Draba weberi,Weber's Draba,G1,S1,Y,-,-,"SWAP Tier 1, USFS",N,Y,Fully Tracked
Vascular Plants,40653,Drosera anglica,Drosera anglica,English Sundew,G5,S1,N,-,-,USFS,Y,Y,Fully Tracked
Vascular Plants,23578,Drosera rotundifolia,Drosera rotundifolia,Roundleaf Sundew,G5,S2,N,-,-,USFS,Y,Y,Fully Tracked
Vascular Plants,19390,Drymaria effusa var. depressa,Drymaria effusa var. depressa,Spreading Drymaria,G4T4,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,24402,Dryopteris expansa,Dryopteris expansa,Spreading Wood Fern,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,19385,Elatine rubella,Elatine rubella,Southwestern Waterwort,G5,S2,N,-,-,-,N,Y,Fully Tracked
Vascular Plants,20457,Eleocharis wolfii,Eleocharis wolfii,Wolf's Spikerush,G3G5,S1,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,20543,Enceliopsis nudicaulis,Enceliopsis nudicaulis,Nakedstem,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,20954,Enneapogon desvauxii,Enneapogon desvauxii,Spike Pappusgrass,G5,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,17626,Epipactis gigantea,Epipactis gigantea,Giant Helleborine,G4,S1S2,N,-,-,USFS,Y,Y,Fully Tracked
Vascular Plants,19781,Eragrostis curtipedicellata,Eragrostis curtipedicellata,Gummy Lovegrass,G5,S1,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,44497,Erigeron abajoensis,Erigeron abajoensis,Abajo Daisy,G1G2,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,20928,Erigeron humilis,Erigeron humilis,Low Fleabane,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,23346,Erigeron kachinensis,Erigeron kachinensis,Kachina Daisy,G3,S1,N,-,-,"BLM, SWAP Tier 2",N,Y,Fully Tracked
Vascular Plants,21481,Erigeron lanatus,Erigeron lanatus,Woolly Fleabane,G4,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,18364,Erigeron nematophyllus,Erigeron nematophyllus,Needleleaf Daisy,G3,S3,N,-,-,-,N,N,Fully Tracked
Vascular Plants,22762,Erigeron philadelphicus,Erigeron philadelphicus,Philadelphia Fleabane,G5,S1,N,-,-,-,N,Y,Fully Tracked
Vascular Plants,398016,Erigeron radicatus,Erigeron radicatus,Taproot Daisy,G3G4,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,44564,Erigeron scopulinus,Erigeron scopulinus,Winn Falls Fleabane,G3?,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,17295,Erigeron wilkenii,Erigeron wilkenii,Wilken Fleabane,G1,S1,Y,-,-,SWAP Tier 1,N,N,Fully Tracked
Vascular Plants,16863,Eriogonum acaule,Eriogonum acaule,Single- stemmed Wild Buckwheat,G3,S1,N,-,-,BLM,N,N,Fully Tracked
Vascular Plants,17994,Eriogonum bicolor,Eriogonum bicolor,Pretty Buckwheat,G3G4,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,21173,Eriogonum brandegeei,Eriogonum brandegeei,Brandegee Wild Buckwheat,G1G2,S1S2,Y,-,-,"BLM, SWAP Tier 1, USFS",N,N,Fully Tracked
Vascular Plants,21168,Eriogonum clavellatum,Eriogonum clavellatum,Comb Wash Buckwheat,G2,S1,N,-,-,"BLM, SWAP Tier 2",N,N,Fully Tracked
Vascular Plants,19370,Eriogonum coloradense,Eriogonum coloradense,Colorado Wild Buckwheat,G2,S2,Y,-,-,"BLM, SWAP Tier 2",N,N,Fully Tracked
Vascular Plants,18559,Eriogonum contortum,Eriogonum contortum,Grand Buckwheat,G3,S2,N,-,-,BLM,N,N,Fully Tracked
Vascular Plants,22839,Eriogonum ephedroides,Eriogonum ephedroides,Ephedra Buckwheat,G3,S1,N,-,-,BLM,N,N,Fully Tracked
Vascular Plants,22225,Eriogonum exilifolium,Eriogonum exilifolium,Dropleaf Buckwheat,G3,S3,N,-,-,USFS,N,N,Fully Tracked
Vascular Plants,24435,Eriogonum leptocladon var. leptocladon,Eriogonum leptocladon var. leptocladon,Sand Buckwheat,G5T3T4,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,20787,Eriogonum leptocladon var. ramosissimum,Eriogonum leptocladon var. ramosissimum,Eastwood Sand Buckwheat,G5T5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,20196,Eriogonum leptophyllum,Eriogonum leptophyllum,Slenderleaf Buckwheat,G3G4,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,21853,Eriogonum palmerianum,Eriogonum palmerianum,Palmer Buckwheat,G4,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,22829,Eriogonum pauciflorum,Eriogonum pauciflorum,Few flowered Wild Buckwheat,G5,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,17458,Eriogonum pelinophilum,Eriogonum pelinophilum,Clay- loving Wild Buckwheat,G2,S2,Y,LE,-,SWAP Tier 1,N,N,Fully Tracked
Vascular Plants,22875,Eriogonum lonchophyllum var. saurinum,Eriogonum saurinum,Dinosaur Buckwheat,G4T3,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,19729,Eriogonum scabrellum,Eriogonum scabrellum,Westwater Buckwheat,G3,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,24309,Eriogonum tumulosum,Eriogonum tumulosum,Woodside Buckwheat,G3Q,S2S3,N,-,-,BLM,N,N,Fully Tracked
Vascular Plants,20857,Eriogonum viridulum,Eriogonum viridulum,Clay Hill Buckwheat,G4Q,SH,N,-,-,BLM,N,N,Fully Tracked
Vascular Plants,20214,Eriophorum chamissonis,Eriophorum chamissonis,Rusty Cottongrass,G5,S3,N,-,-,USFS,N,Y,Watchlisted Only
Vascular Plants,18619,Eriophorum gracile,Eriophorum gracile,Slender Cottongrass,G5,S1S2,N,-,-,USFS,N,Y,Fully Tracked
Vascular Plants,17616,Lewisia triphylla,Erocallis triphylla,Dwarf Spring Beauty,G4?,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,21447,Eucephalus elegans,Eucephalus perelegans,Nuttall Aster,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,19330,Eustoma exaltatum ssp. russellianum,Eustoma grandiflorum,Showy Prairie Gentian,G5T5,S3S4,N,-,-,-,N,Y,Watchlisted Only
Vascular Plants,19040,Euthamia gymnospermoides,Euthamia gymnospermoides,Texas Goldentop,G5,S1,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,20152,Eutrema penlandii,Eutrema penlandii,Mosquito Range Mustard,G2,S2,Y,LT,-,SWAP Tier 1,N,Y,Fully Tracked
Vascular Plants,21171,Festuca hallii,Festuca hallii,Hall Fescue,G5,S1,N,-,-,USFS,N,N,Fully Tracked
Vascular Plants,23026,Fimbristylis puberula var. interior,Fimbristylis puberula var. interior,Hairy Fimbry,G5T5,S1,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,17314,Glossopetalon planitierum,Forsellesia planitierum,Texas Greasebush,G4,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,24419,Frasera coloradensis,Frasera coloradensis,Colorado Green Gentian,G2G3,S2S3,Y,-,-,SWAP Tier 2,N,N,Fully Tracked
Vascular Plants,22091,Frasera paniculata,Frasera paniculata,Tufted Green Gentian,G4,S1,N,-,-,BLM,N,N,Fully Tracked
Vascular Plants,17879,Fritillaria pudica,Fritillaria pudica,Yellow Bell,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,20310,Silene kingii,Gastrolychnis kingii,King's Campion,G3,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,23692,Gaura villosa,Gaura villosa,High- plains Beeblossom,G5,S1,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,16970,Gentianella tortuosa,Gentianella tortuosa,Cathedral Bluff Dwarf Gentian,G3?,S1,N,-,-,BLM,N,N,Fully Tracked
Vascular Plants,16844,Gentianopsis procera,Gentianopsis procera,Lesser Fringed Gentian,G5,S1,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,18655,Geranium bicknellii,Geranium bicknellii,Bicknell's Cranesbill,G5,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,17400,Aliciella haydenii,Gilia haydenii,San Juan Gilia,G3,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,23498,Aliciella pentstemonoides,Gilia penstemonoides,Black Canyon Gilia,G3,S3,Y,-,-,-,N,N,Fully Tracked
Vascular Plants,18725,Gilia sinistra,Gilia sinistra,Left- hand Gilia,G4G5,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,18885,Gilia stenothyrsa,Gilia stenothyrsa,Uinta Basin Gilia,G3,S1,N,-,-,BLM,N,N,Fully Tracked
Vascular Plants,19353,Goodyera repens,Goodyera repens,Dwarf Rattlesnake- plantain,G5,S3S4,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,20369,Cuscuta umbellata,Grammica umbellata,Flatglobe Dodder,G5,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,17478,Grindelia arizonica,Grindelia arizonica,Arizona Gumweed,G4,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,21742,Grindelia fastigiata,Grindelia fastigiata,Pointed Gumweed,G3,S3,N,-,-,-,N,N,Fully Tracked
Vascular Plants,20556,Guilleminea densa,Guilleminea densa,Dense Cottonflower,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,44159,Gutierrezia elegans,Gutierrezia elegans,Lone Mesa Snakeweed,G1,S1,Y,-,-,"BLM, SWAP Tier 1, USFS",N,N,Fully Tracked
Vascular Plants,24176,Hackelia besseyi,Hackelia besseyi,Bessey's Stickseed,G2G3,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,21181,Hackelia gracilenta,Hackelia gracilenta,Mesa Verde Stickseed,G1G2,S1S2,Y,-,-,SWAP Tier 1,N,N,Fully Tracked
Vascular Plants,18727,Halimolobos virgata,Halimolobos virgata,Virgate Halimolobos,G3,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,22933,Hedyotis nigricans,Hedyotis nigricans,Narrowleaf Bluet,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,19292,Helenium microcephalum,Helenium microcephalum,Small- head Sneezeweed,G5?,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,16888,Mirabilis alipes,Hermidium alipes var. pallidum,Winged Four- o'- Clock,G4,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,18426,Herrickia horrida,Herrickia horrida,Canadian River Spiny Aster,G3,S1,N,-,-,SWAP Tier 2,N,N,Fully Tracked
Vascular Plants,20855,Hesperochiron pumilus,Hesperochiron pumilus,Dwarf Hesperochiron,G4,SH,N,-,-,-,N,N,Fully Tracked
Vascular Plants,18716,Heterocodon rariflorum,Heterocodon rariflorum,Western Pearl- flower,G5,SH,N,-,-,-,N,N,Fully Tracked
Vascular Plants,23810,Heterosperma pinnatum,Heterosperma pinnatum,Wingpetal,G5?,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,23552,Heterotheca stenophylla,Heterotheca stenophylla,Stiffleaf False Goldenaster,G4,S1,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,20486,Heuchera richardsonii,Heuchera richardsonii,Richardson's Alum- root,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,23434,Heuchera rubescens,Heuchera rubescens,Red Alum- root,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,21454,Equisetum variegatum,Hippochaete variegata,Variegated Scouringrush,G5,S3,N,-,-,-,N,Y,Watchlisted Only
Vascular Plants,16712,Hypoxis hirsuta,Hypoxis hirsuta,Yellow Stargrass,G5,S1,N,-,-,-,N,Y,Fully Tracked
Vascular Plants,23009,Iliamna crandallii,Iliamna crandallii,Crandall's Wild- hollyhock,G2Q,S2,Y,-,-,-,N,N,Fully Tracked
Vascular Plants,19359,Iliamna grandiflora,Iliamna grandiflora,Large- flower Globe- mallow,G3?Q,S1S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,18031,Ipomopsis aggregata ssp. weberi,Ipomopsis aggregata ssp. weberi,Rabbit Ears Gilia,G5T3Q,S3,Y,-,-,"SWAP Tier 2, USFS",N,N,Fully Tracked
Vascular Plants,19636,Ipomopsis congesta ssp. crebrifolia,Ipomopsis congesta ssp. crebrifolia,Compact Gilia,G5T3T4,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,23454,Ipomopsis globularis,Ipomopsis globularis,Hoosier Pass Ipomopsis,G2,S2,Y,-,-,SWAP Tier 2,N,N,Fully Tracked
Vascular Plants,21381,Ipomopsis multiflora,Ipomopsis multiflora,Many- flowered Gilia,G4?,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,364052,Ipomopsis polyantha,Ipomopsis polyantha,Pagosa Skyrocket,G1,S1,Y,LE,-,SWAP Tier 1,N,N,Fully Tracked
Vascular Plants,44581,Ipomopsis ramosa,Ipomopsis ramosa,Coral Ipomopsis,G1,S1,Y,-,-,SWAP Tier 1,N,N,Fully Tracked
Vascular Plants,17619,Isoetes occidentalis,Isoetes occidentalis,Western Quillwort,G4G5,S1,N,-,-,-,N,Y,Fully Tracked
Vascular Plants,16921,Isoetes echinospora ssp. muricata,Isoetes setacea ssp. muricata,Spiny- spored Quillwort,G5T5?,S2,N,-,-,-,N,Y,Fully Tracked
Vascular Plants,22810,Juncus brachycephalus,Juncus brachycephalus,Small- headed Rush,G5,S1,N,-,-,-,N,Y,Fully Tracked
Vascular Plants,18352,Juncus brevicaudatus,Juncus brevicaudatus,Narrow- panicled Rush,G5,S1,N,-,-,-,N,Y,Fully Tracked
Vascular Plants,16701,Juncus bryoides,Juncus bryoides,Minute Rush,G4,S1,N,-,-,-,N,Y,Fully Tracked
Vascular Plants,17086,Juncus vaseyi,Juncus vaseyi,Vasey Bulrush,G5,S1,N,-,-,-,N,Y,Fully Tracked
Vascular Plants,21450,Kobresia simpliciuscula,Kobresia simpliciuscula,Simple Kobresia,G5,S2,N,-,-,USFS,N,Y,Fully Tracked
Vascular Plants,23571,Koenigia islandica,Koenigia islandica,Island Koenigia,G4,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,20755,Krigia biflora,Krigia biflora,Two- flowered Dwarf Dandelion,G5,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,25209,Lepidium crenatum,Lepidium crenatum,Alkaline Pepperwort,G2G3,S2,N,-,-,SWAP Tier 2,N,N,Fully Tracked
Vascular Plants,44500,Lepidium huberi,Lepidium huberi,Huber's Pepperweed,G2,S2,N,-,-,SWAP Tier 1,N,N,Fully Tracked
Vascular Plants,403675,Leptochloa dubia,Leptochloa dubia,Green Sprangletop,G5,S1,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,18928,Leptodactylon watsonii,Leptodactylon watsonii,Watson's Prickly- phlox,G3G5,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,22471,Lewisia rediviva,Lewisia rediviva,Bitterroot,G5,S3,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,20066,Liatris lancifolia,Liatris lancifolia,Lanceleaf Gay- feather,G4,S1,N,-,-,-,N,Y,Fully Tracked
Vascular Plants,20054,Liatris ligulistylis,Liatris ligulistylis,Rocky Mountain Gay- feather,G5?,S2,N,-,-,-,N,Y,Fully Tracked
Vascular Plants,19491,Liatris squarrosa var. glabrata,Liatris squarrosa var. glabrata,Scaly Blazing Star,G5T5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,17751,Lilium philadelphicum,Lilium philadelphicum,Wood Lily,G5,S3S4,N,-,-,-,N,Y,Watchlisted Only
Vascular Plants,17391,Platanthera sparsiflora var. ensifolia,Limnorchis ensifolia,Canyon Bog- orchid,G4G5T4?,S3,N,-,-,-,N,Y,Watchlisted Only
Vascular Plants,21304,Platanthera zothecina,Limnorchis zothecina,Alcove Bog- orchid,G2G3,S1,N,-,-,SWAP Tier 2,Y,Y,Fully Tracked
Vascular Plants,22459,Linum kingii,Linum kingii,Yellow Flax,G5,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,18558,Listera borealis,Listera borealis,Northern Twayblade,G5,S2,N,-,-,-,N,Y,Fully Tracked
Vascular Plants,17861,Listera convallarioides,Listera convallarioides,Broad- leaved Twayblade,G5,S2,N,-,-,-,N,Y,Fully Tracked
Vascular Plants,19024,Lobelia cardinalis,Lobelia cardinalis,Cardinal Flower,G5,S2,N,-,-,-,N,N,Fully Tracked
Vascular Plants,19714,Lomatium bicolor var. bicolor,Lomatium bicolor var. bicolor,Wasatch Biscuitroot,G4T3T4,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,20791,Lomatium bicolor var. leptocarpum,Lomatium bicolor var. leptocarpum,Oregon Biscuitroot,G4T3T4,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,23232,Lomatium concinnum,Lomatium concinnum,Colorado Desert- parsley,G2G3,S2S3,Y,-,-,"BLM, SWAP Tier 2",N,N,Fully Tracked
Vascular Plants,19165,Lomatium eastwoodiae,Lomatium eastwoodiae,Eastwood Desert- parsley,G3G4,S3S4,Y,-,-,-,N,N,Watchlisted Only
Vascular Plants,17282,Lomatium foeniculaceum ssp. macdougalii,Lomatium foeniculaceum ssp. macdougalii,Desert- parsley,G5T4T5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,16774,Lomatogonium rotatum,Lomatogonium rotatum,Marsh Felwort,G5,S2,N,-,-,-,N,Y,Fully Tracked
Vascular Plants,18466,Lupinus crassus,Lupinus crassus,Payson Lupine,G2,S2,Y,-,-,"BLM, SWAP Tier 2",N,N,Fully Tracked
Vascular Plants,16728,Luzula subcapitata,Luzula subcapitata,Colorado Wood- rush,G3,S3,Y,-,-,-,N,Y,Fully Tracked
Vascular Plants,21628,Lycopus uniflorus,Lycopus uniflorus,Northern Bugleweed,G5,S1,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,21035,Lygodesmia doloresensis,Lygodesmia doloresensis,Dolores River Skeletonplant,G1G2,S1S2,N,-,-,"BLM, SWAP Tier 1",N,N,Fully Tracked
Vascular Plants,23921,Machaeranthera coloradoensis,Machaeranthera coloradoensis,Colorado Tansy- aster,G3,S3,N,-,-,USFS,N,N,Fully Tracked
Vascular Plants,22541,Mahonia haematocarpa,Mahonia haematocarpa,Colorado Mahonia,G5,SH,N,-,-,-,N,N,Fully Tracked
Vascular Plants,22636,Malaxis monophyllos var. brachypoda,Malaxis monophyllos ssp. brachypoda,White Adder's- mouth,G5T4T5,S1,N,-,-,USFS,N,Y,Fully Tracked
Vascular Plants,44603,Mentzelia paradoxensis,Mentzelia paradoxensis,Paradox Blazingstar,G2,S2,Y,-,-,SWAP Tier 2,N,N,Fully Tracked
Vascular Plants,44606,Mentzelia pumila var. lagarosa,Mentzelia pumila var. lagarosa,Dwarf Mentzelia,G4T2T3,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,44600,Mentzelia sivinskii,Mentzelia sivinskii,Sivinski's Blazingstar,G3,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,23906,Mertensia alpina,Mertensia alpina,Alpine Bluebells,G4?,S3S4,N,-,-,-,N,N,Watchlisted Only
Vascular Plants,21244,Mertensia humilis,Mertensia humilis,Rocky Mountain Bluebells,G2,S1,N,-,-,SWAP Tier 2,N,N,Fully Tracked
Vascular Plants,21138,Linum aristatum,Mesynium aristatum,Bristle Flax,G5,S1,N,-,-,-,N,N,Fully Tracked
Vascular Plants,23352,Monolepis pusilla,Micromonolepis pusilla,Red Poverty- weed,G5,SH,N,-,-,-,N,N,Fully Tracked
Vascular Plants,19795,Mimosa quadrivalvis var. nuttallii,Mimosa quadrivalvis var. nuttallii,Nuttall's Sensitive- briar,G5T5,S1,N,-,-,-,N,N,Watchlisted Only
