"SYMBOL","SYNONYM_SYMBOL","JOIN_SYMBOL","FULL_NAME","GENUS","SPECIES","FAMILY"
"RHMI13",NA,"RHMI13","Rhinanthus minor L.","Rhinanthus","minor","Scrophulariaceae"
"RHMIM",NA,"RHMIM","Rhinanthus minor L. ssp. minor","Rhinanthus","minor","Scrophulariaceae"
"RHMIM","RHBOK","RHBOK","Rhinanthus borealis (Sterneck) Druce ssp. kyrolliae (Chabert) Pennell","Rhinanthus","borealis","Scrophulariaceae"
"RHMIM","RHCR2","RHCR2","Rhinanthus crista-galli L. p.p.","Rhinanthus","crista","Scrophulariaceae"
"RHMIM","RHCRF","RHCRF","Rhinanthus crista-galli L. var. fallax (Wimm. & Grab.) Druce","Rhinanthus","crista","Scrophulariaceae"
"RHMIM","RHKY","RHKY","Rhinanthus kyrolliae Chabert","Rhinanthus","kyrolliae","Scrophulariaceae"
"RHMIM","RHRI2","RHRI2","Rhinanthus rigidus Chabert","Rhinanthus","rigidus","Scrophulariaceae"
"RHMIM","RHST6","RHST6","Rhinanthus stenophyllus (Schur) Schinz & Thell.","Rhinanthus","stenophyllus","Scrophulariaceae"
"RHODI",NA,"RHODI","Rhodiola L.","Rhodiola","L","Crassulaceae"
"RHODO",NA,"RHODO","Rhododendron L.","Rhododendron","L","Ericaceae"
"RHRH2",NA,"RHRH2","Rheum rhabarbarum L.","Rheum","rhabarbarum","Polygonaceae"
"RHRH2","RHRH5","RHRH5","Rheum rhaponticum auct. non L.","Rheum","rhaponticum","Polygonaceae"
"RHRH4",NA,"RHRH4","Rhodiola rhodantha (A. Gray) H. Jacobsen","Rhodiola","rhodantha","Crassulaceae"
"RHRH4","CLRH2","CLRH2","Clementsia rhodantha (A. Gray) Rose","Clementsia","rhodantha","Crassulaceae"
"RHRH4","SERH","SERH","Sedum rhodanthum A. Gray","Sedum","rhodanthum","Crassulaceae"
"RHSM",NA,"RHSM","Rhamnus smithii Greene","Rhamnus","smithii","Rhamnaceae"
"RHSM","RHSMT","RHSMT","Rhamnus smithii Greene ssp. typica C.B. Wolf","Rhamnus","smithii","Rhamnaceae"
"RHTR",NA,"RHTR","Rhus trilobata Nutt.","Rhus","trilobata","Anacardiaceae"
"RHTRP",NA,"RHTRP","Rhus trilobata Nutt. var. pilosissima Engelm.","Rhus","trilobata","Anacardiaceae"
"RHTRP","RHARP2","RHARP2","Rhus aromatica Aiton ssp. pilosissima (Engelm.) W.A. Weber","Rhus","aromatica","Anacardiaceae"
"RHTRP","RHARM","RHARM","Rhus aromatica Aiton var. mollis Ashe","Rhus","aromatica","Anacardiaceae"
"RHTRP","RHARP","RHARP","Rhus aromatica Aiton var. pilosissima (Engelm.) Shinners","Rhus","aromatica","Anacardiaceae"
"RHTRP","RHTRM","RHTRM","Rhus trilobata Nutt. var. malacophylla (Greene) Munz","Rhus","trilobata","Anacardiaceae"
"RHTRS",NA,"RHTRS","Rhus trilobata Nutt. var. simplicifolia (Greene) F.A. Barkley","Rhus","trilobata","Anacardiaceae"
"RHTRS","RHARS3","RHARS3","Rhus aromatica Aiton var. simplicifolia (Greene) Cronquist","Rhus","aromatica","Anacardiaceae"
"RHTRT",NA,"RHTRT","Rhus trilobata Nutt. var. trilobata","Rhus","trilobata","Anacardiaceae"
"RHTRT","RHARF2","RHARF2","Rhus aromatica Aiton ssp. flabelliformis (Shinners) R.E. Brooks","Rhus","aromatica","Anacardiaceae"
"RHTRT","RHART","RHART","Rhus aromatica Aiton ssp. trilobata (Nutt.) W.A. Weber","Rhus","aromatica","Anacardiaceae"
"RHTRT","RHARF","RHARF","Rhus aromatica Aiton var. flabelliformis Shinners","Rhus","aromatica","Anacardiaceae"
"RHTRT","RHART2","RHART2","Rhus aromatica Aiton var. trilobata (Nutt.) A. Gray ex S. Watson","Rhus","aromatica","Anacardiaceae"
"RHTRT","SCTR4","SCTR4","Schmaltzia trilobata (Nutt.) Small","Schmaltzia","trilobata","Anacardiaceae"
"RHUS",NA,"RHUS","Rhus L.","Rhus","L","Anacardiaceae"
"RIAM2",NA,"RIAM2","Ribes americanum Mill.","Ribes","americanum","Grossulariaceae"
"RIAU",NA,"RIAU","Ribes aureum Pursh","Ribes","aureum","Grossulariaceae"
"RIAUA",NA,"RIAUA","Ribes aureum Pursh var. aureum","Ribes","aureum","Grossulariaceae"
"RIAUA","CHAU3","CHAU3","Chrysobotrya aurea (Pursh) Rydb.","Chrysobotrya","aurea","Grossulariaceae"
"RIAUV",NA,"RIAUV","Ribes aureum Pursh var. villosum DC.","Ribes","aureum","Grossulariaceae"
"RIAUV","RIOD","RIOD","Ribes odoratum H. Wendl.","Ribes","odoratum","Grossulariaceae"
"RIBES",NA,"RIBES","Ribes L.","Ribes","L","Grossulariaceae"
"RICE",NA,"RICE","Ribes cereum Douglas","Ribes","cereum","Grossulariaceae"
"RICEC2",NA,"RICEC2","Ribes cereum Douglas var. cereum","Ribes","cereum","Grossulariaceae"
"RICEC2","RIRE","RIRE","Ribes reniforme Nutt.","Ribes","reniforme","Grossulariaceae"
"RICEC2","RIVI4","RIVI4","Ribes viscidulum A. Berger","Ribes","viscidulum","Grossulariaceae"
"RICEP",NA,"RICEP","Ribes cereum Douglas var. pedicellare W.H. Brewer & S. Watson","Ribes","cereum","Grossulariaceae"
"RICEP","RICEI","RICEI","Ribes cereum Douglas var. inebrians (Lindl.) C.L. Hitchc.","Ribes","cereum","Grossulariaceae"
"RICEP","RIIN3","RIIN3","Ribes inebrians Lindl.","Ribes","inebrians","Grossulariaceae"
"RIIN2",NA,"RIIN2","Ribes inerme Rydb.","Ribes","inerme","Grossulariaceae"
"RIINI",NA,"RIINI","Ribes inerme Rydb. var. inerme","Ribes","inerme","Grossulariaceae"
"RIINI","GRIN3","GRIN3","Grossularia inermis (Rydb.) Coville & Britton","Grossularia","inermis","Grossulariaceae"
"RIINI","GRINP","GRINP","Grossularia inermis (Rydb.) Coville & Britton var. pubescens A. Berger","Grossularia","inermis","Grossulariaceae"
"RIINI","RIDII","RIDII","Ribes divaricatum Douglas var. inerme (Rydb.) McMinn","Ribes","divaricatum","Grossulariaceae"
"RIINI","RIINS","RIINS","Ribes inerme Rydb. var. subarmatum M. Peck","Ribes","inerme","Grossulariaceae"
"RIINI","RIVA","RIVA","Ribes valicola Greene ex Rydb.","Ribes","valicola","Grossulariaceae"
"RILA",NA,"RILA","Ribes lacustre (Pers.) Poir.","Ribes","lacustre","Grossulariaceae"
"RILA","LILA9","LILA9","Limnobotrya lacustris (Pers.) Rydb.","Limnobotrya","lacustris","Grossulariaceae"
"RILA","RILAP","RILAP","Ribes lacustre (Pers.) Poir. var. parvulum A. Gray","Ribes","lacustre","Grossulariaceae"
"RILA","RIOXL","RIOXL","Ribes oxycanthoides L. var. lacustre Pers.","Ribes","oxycanthoides","Grossulariaceae"
"RILA3",NA,"RILA3","Ribes laxiflorum Pursh","Ribes","laxiflorum","Grossulariaceae"
"RILA3","RICO2","RICO2","Ribes coloradense Coville","Ribes","coloradense","Grossulariaceae"
"RILE",NA,"RILE","Ribes leptanthum A. Gray","Ribes","leptanthum","Grossulariaceae"
"RIMO2",NA,"RIMO2","Ribes montigenum McClatchie","Ribes","montigenum","Grossulariaceae"
"RIMO2","LIMO5","LIMO5","Limnobotrya montigena (McClatchie) Rydb.","Limnobotrya","montigena","Grossulariaceae"
"RIMO2","RILAM","RILAM","Ribes lacustre (Pers.) Poir. var. molle A. Gray","Ribes","lacustre","Grossulariaceae"
"RIMO2","RILE3","RILE3","Ribes lentum (M.E. Jones) Coville & Rose","Ribes","lentum","Grossulariaceae"
"RIMO2","RINU","RINU","Ribes nubigenum McClatchie","Ribes","nubigenum","Grossulariaceae"
"RINI2",NA,"RINI2","Ribes niveum Lindl.","Ribes","niveum","Grossulariaceae"
"RIOX",NA,"RIOX","Ribes oxyacanthoides L.","Ribes","oxyacanthoides","Grossulariaceae"
"RIOXS",NA,"RIOXS","Ribes oxyacanthoides L. ssp. setosum (Lindl.) Sinnott","Ribes","oxyacanthoides","Grossulariaceae"
"RIOXS","GRSE7","GRSE7","Grossularia setosa (Lindl.) Coville & Britton","Grossularia","setosa","Grossulariaceae"
"RIOXS","RICA3","RICA3","Ribes camporum Blank.","Ribes","camporum","Grossulariaceae"
"RIOXS","RIOXS3","RIOXS3","Ribes oxyacanthoides L. var. setosum (Lindl.) Dorn","Ribes","oxyacanthoides","Grossulariaceae"
"RIOXS","RISA3","RISA3","Ribes saximontanum E.E. Nelson","Ribes","saximontanum","Grossulariaceae"
"RIOXS","RISE2","RISE2","Ribes setosum Lindl.","Ribes","setosum","Grossulariaceae"
"RIVI3",NA,"RIVI3","Ribes viscosissimum Pursh","Ribes","viscosissimum","Grossulariaceae"
"RIVI3","RIVIH","RIVIH","Ribes viscosissimum Pursh var. hallii (Jancz.) Jancz.","Ribes","viscosissimum","Grossulariaceae"
"RIWO",NA,"RIWO","Ribes wolfii Rothr.","Ribes","wolfii","Grossulariaceae"
"RIWO","RIMO3","RIMO3","Ribes mogollonicum Greene","Ribes","mogollonicum","Grossulariaceae"
"ROAC",NA,"ROAC","Rosa acicularis Lindl.","Rosa","acicularis","Rosaceae"
"ROACS",NA,"ROACS","Rosa acicularis Lindl. ssp. sayi (Schwein.) W.H. Lewis","Rosa","acicularis","Rosaceae"
"ROACS","ROACB","ROACB","Rosa acicularis Lindl. var. bourgeauiana (Crép.) Crép.","Rosa","acicularis","Rosaceae"
"ROACS","ROACS2","ROACS2","Rosa acicularis Lindl. var. sayana Erlanson","Rosa","acicularis","Rosaceae"
"ROACS","ROBO5","ROBO5","Rosa bourgeauiana Crép.","Rosa","bourgeauiana","Rosaceae"
"ROACS","ROCO8","ROCO8","Rosa collaris Rydb.","Rosa","collaris","Rosaceae"
"ROACS","ROEN","ROEN","Rosa engelmannii S. Watson","Rosa","engelmannii","Rosaceae"
"ROACS","ROSA3","ROSA3","Rosa sayi Schwein.","Rosa","sayi","Rosaceae"
"ROAL",NA,"ROAL","Rorippa alpina (S. Watson) Rydb.","Rorippa","alpina","Brassicaceae"
"ROAL","NAOBA","NAOBA","Nasturtium obtusum Nutt. var. alpinum S. Watson","Nasturtium","obtusum","Brassicaceae"
"ROAL","ROCUA","ROCUA","Rorippa curvipes Greene var. alpina (S. Watson) R. Stuckey","Rorippa","curvipes","Brassicaceae"
"ROAL","ROOBA","ROOBA","Rorippa obtusa (Nutt.) Britton var. alpina (S. Watson) Britton","Rorippa","obtusa","Brassicaceae"
"ROAR3",NA,"ROAR3","Rosa arkansana Porter","Rosa","arkansana","Rosaceae"
"ROARA",NA,"ROARA","Rosa arkansana Porter var. arkansana","Rosa","arkansana","Rosaceae"
"ROARA","ROLU2","ROLU2","Rosa lunellii Greene","Rosa","lunellii","Rosaceae"
"ROARA","RORY","RORY","Rosa rydbergii Greene","Rosa","rydbergii","Rosaceae"
"ROARS",NA,"ROARS","Rosa arkansana Porter var. suffulta (Greene) Cockerell","Rosa","arkansana","Rosaceae"
"ROARS","ROAL5","ROAL5","Rosa alcea Greene","Rosa","alcea","Rosaceae"
"ROARS","ROCO9","ROCO9","Rosa conjuncta Rydb.","Rosa","conjuncta","Rosaceae"
"ROARS","ROPR2","ROPR2","Rosa pratincola Greene","Rosa","pratincola","Rosaceae"
"ROARS","ROSU6","ROSU6","Rosa suffulta Greene","Rosa","suffulta","Rosaceae"
"ROARS","ROSUR","ROSUR","Rosa suffulta Greene var. relicta (Erlanson) Deam","Rosa","suffulta","Rosaceae"
"ROBIN",NA,"ROBIN","Robinia L.","Robinia","L","Fabaceae"
"ROCO2",NA,"ROCO2","Rorippa coloradensis R. Stuckey","Rorippa","coloradensis","Brassicaceae"
"ROCU2",NA,"ROCU2","Rorippa curvipes Greene","Rorippa","curvipes","Brassicaceae"
"ROCUC",NA,"ROCUC","Rorippa curvipes Greene var. curvipes","Rorippa","curvipes","Brassicaceae"
"ROCUT",NA,"ROCUT","Rorippa curvipes Greene var. truncata (Jeps.) Rollins","Rorippa","curvipes","Brassicaceae"
"ROCUT","RASIT","RASIT","Radicula sinuata (Nutt.) Greene var. truncata Jeps.","Radicula","sinuata","Brassicaceae"
"ROCUT","ROCUI","ROCUI","Rorippa curvipes Greene var. integra (Rydb.) R. Stuckey","Rorippa","curvipes","Brassicaceae"
"ROCUT","ROOBI","ROOBI","Rorippa obtusa (Nutt.) Britton var. integra (Rydb.) Vict.","Rorippa","obtusa","Brassicaceae"
"ROCUT","ROTE5","ROTE5","Rorippa teres auct. non (Michx.) R. Stuckey","Rorippa","teres","Brassicaceae"
"ROCUT","ROTR3","ROTR3","Rorippa truncata (Jeps.) R. Stuckey","Rorippa","truncata","Brassicaceae"
"ROFE5",NA,"ROFE5","Rosa ferruiginea Vill.","Rosa","ferruiginea","Rosaceae"
"ROFE5","ROGL80","ROGL80","Rosa glauca Pourr., non Vill. ex Loisel.","Rosa","glauca","Rosaceae"
"ROFE5","RORU2","RORU2","Rosa rubrifolia Vill., nom. illeg.","Rosa","rubrifolia","Rosaceae"
"ROHI",NA,"ROHI","Robinia hispida L.","Robinia","hispida","Fabaceae"
"ROHIH",NA,"ROHIH","Robinia hispida L. var. hispida","Robinia","hispida","Fabaceae"
"ROHIH","ROGR3","ROGR3","Robinia grandiflora auct. non Ashe nec L. nec C.K. Schneid.","Robinia","grandiflora","Fabaceae"
"ROHIH","ROPA5","ROPA5","Robinia pallida Ashe","Robinia","pallida","Fabaceae"
"ROHIH","ROSP5","ROSP5","Robinia speciosa Ashe","Robinia","speciosa","Fabaceae"
"ROHO",NA,"ROHO","Robinia ×holdtii Beissn. [neomexicana × pseudoacacia]","Robinia","holdtii","Fabaceae"
"ROHO","ROCO7","ROCO7","Robinia ×coloradensis Dode","Robinia","coloradensis","Fabaceae"
"ROMA3",NA,"ROMA3","Rosa manca Greene","Rosa","manca","Rosaceae"
"RONE",NA,"RONE","Robinia neomexicana A. Gray","Robinia","neomexicana","Fabaceae"
"RONEN",NA,"RONEN","Robinia neomexicana A. Gray var. neomexicana","Robinia","neomexicana","Fabaceae"
"RONEN","ROLU","ROLU","Robinia luxurians (Dieck) C.K. Schneid. ex Tarouca & C.K. Schneid.","Robinia","luxurians","Fabaceae"
"RONEN","RONEL","RONEL","Robinia neomexicana A. Gray var. luxurians Dieck","Robinia","neomexicana","Fabaceae"
"RONEN","RONES","RONES","Robinia neomexicana A. Gray var. subvelutina (Rydb.) Kearney & Peebles","Robinia","neomexicana","Fabaceae"
"RONU",NA,"RONU","Rosa nutkana C. Presl","Rosa","nutkana","Rosaceae"
"RONUH",NA,"RONUH","Rosa nutkana C. Presl var. hispida Fernald","Rosa","nutkana","Rosaceae"
"RONUH","ROAN3","ROAN3","Rosa anatonensis H. St. John","Rosa","anatonensis","Rosaceae"
"RONUH","ROCA10","ROCA10","Rosa caeruleimontana H. St. John","Rosa","caeruleimontana","Rosaceae"
"RONUH","ROJO2","ROJO2","Rosa jonesii H. St. John","Rosa","jonesii","Rosaceae"
"RONUH","ROMA4","ROMA4","Rosa macdougalii Holz.","Rosa","macdougalii","Rosaceae"
"RONUH","ROME","ROME","Rosa megalantha G.N. Jones","Rosa","megalantha","Rosaceae"
"RONUH","ROSP7","ROSP7","Rosa spaldingii Crép.","Rosa","spaldingii","Rosaceae"
"RONUH","ROSPA","ROSPA","Rosa spaldingii Crép. var. alta (Suksd.) G.N. Jones","Rosa","spaldingii","Rosaceae"
"RONUH","ROSPH","ROSPH","Rosa spaldingii Crép. var. hispida (Fernald) G.N. Jones","Rosa","spaldingii","Rosaceae"
"RONUH","ROSPP","ROSPP","Rosa spaldingii Crép. var. parkeri (S. Watson) H. St. John","Rosa","spaldingii","Rosaceae"
"ROPA2",NA,"ROPA2","Rorippa palustris (L.) Besser","Rorippa","palustris","Brassicaceae"
"ROPAF2",NA,"ROPAF2","Rorippa palustris (L.) Besser ssp. fernaldiana (Butters & Abbe) Jonsell","Rorippa","palustris","Brassicaceae"
"ROPAF2","ROHIG","ROHIG","Rorippa hispida (Desv.) Britton var. glabrata Lunell","Rorippa","hispida","Brassicaceae"
"ROPAF2","ROISF3","ROISF3","Rorippa islandica (Oeder) Borbás ssp. fernaldiana (Butters & Abbe) Hultén","Rorippa","islandica","Brassicaceae"
"ROPAF2","ROISF2","ROISF2","Rorippa islandica (Oeder) Borbás var. fernaldiana Butters & Abbe","Rorippa","islandica","Brassicaceae"
"ROPAF2","ROISG","ROISG","Rorippa islandica (Oeder) Borbás var. glabra (O.E. Schulz) S.L. Welsh & Reveal","Rorippa","islandica","Brassicaceae"
"ROPAF2","ROISG2","ROISG2","Rorippa islandica (Oeder) Borbás var. glabrata (Lunell) Butters & Abbe","Rorippa","islandica","Brassicaceae"
"ROPAF2","ROPAG","ROPAG","Rorippa palustris (L.) Besser ssp. glabra (O.E. Schulz) R. Stuckey","Rorippa","palustris","Brassicaceae"
"ROPAF2","ROPAC3","ROPAC3","Rorippa palustris (L.) Besser var. cernua (Nutt.) R. Stuckey","Rorippa","palustris","Brassicaceae"
"ROPAF2","ROPAD2","ROPAD2","Rorippa palustris (L.) Besser var. dictyota (Greene) R. Stuckey","Rorippa","palustris","Brassicaceae"
"ROPAF2","ROPAG3","ROPAG3","Rorippa palustris (L.) Besser var. glabra (O.E. Schulz) R. Stuckey","Rorippa","palustris","Brassicaceae"
"ROPAF2","ROPAG4","ROPAG4","Rorippa palustris (L.) Besser var. glabrata (Lunell) R. Stuckey","Rorippa","palustris","Brassicaceae"
"ROPAH",NA,"ROPAH","Rorippa palustris (L.) Besser ssp. hispida (Desv.) Jonsell","Rorippa","palustris","Brassicaceae"
"ROPAH","RAHI3","RAHI3","Radicula hispida (Desv.) Britton","Radicula","hispida","Brassicaceae"
"ROPAH","ROHI2","ROHI2","Rorippa hispida (Desv.) Britton","Rorippa","hispida","Brassicaceae"
"ROPAH","ROISH2","ROISH2","Rorippa islandica (Oeder) Borbás var. hispida (Desv.) Butters & Abbe","Rorippa","islandica","Brassicaceae"
"ROPAH","ROPAE2","ROPAE2","Rorippa palustris (L.) Besser var. elongata R. Stuckey","Rorippa","palustris","Brassicaceae"
"ROPAH","ROPAH2","ROPAH2","Rorippa palustris (L.) Besser var. hispida (Desv.) Rydb.","Rorippa","palustris","Brassicaceae"
"ROPS",NA,"ROPS","Robinia pseudoacacia L.","Robinia","pseudoacacia","Fabaceae"
"ROPS","ROPSP","ROPSP","Robinia pseudoacacia L. var. pyramidalis Pepin","Robinia","pseudoacacia","Fabaceae"
"ROPS","ROPSR","ROPSR","Robinia pseudoacacia L. var. rectissima (L.) Raber","Robinia","pseudoacacia","Fabaceae"
"ROPS","ROPSI2","ROPSI2","Robinia pseudoacacia L. f. inermis (Mirb.) Rehder","Robinia","pseudoacacia","Fabaceae"
"RORA",NA,"RORA","Rotala ramosior (L.) Koehne","Rotala","ramosior","Lythraceae"
"RORA","ROCA5","ROCA5","Rotala catholica (Cham. & Schltdl.) van Leeuwen","Rotala","catholica","Lythraceae"
"RORA","RODE3","RODE3","Rotala dentifera (A. Gray) Koehne","Rotala","dentifera","Lythraceae"
"RORA","RORAI","RORAI","Rotala ramosior (L.) Koehne var. interior Fernald & Grisc.","Rotala","ramosior","Lythraceae"
"RORA","RORAT","RORAT","Rotala ramosior (L.) Koehne var. typica Fernald & Grisc.","Rotala","ramosior","Lythraceae"
"RORIP",NA,"RORIP","Rorippa Scop.","Rorippa","Scop","Brassicaceae"
"RORU82",NA,"RORU82","Rosa rubiginosa L.","Rosa","rubiginosa","Rosaceae"
"RORU82","ROEG","ROEG","Rosa eglanteria L., nom. utique rej.","Rosa","eglanteria","Rosaceae"
"ROSA5",NA,"ROSA5","Rosa L.","Rosa","L","Rosaceae"
"ROSI2",NA,"ROSI2","Rorippa sinuata (Nutt.) Hitchc.","Rorippa","sinuata","Brassicaceae"
"ROSI2","NASI","NASI","Nasturtium sinuatum Nutt.","Nasturtium","sinuatum","Brassicaceae"
"ROSI2","RASI","RASI","Radicula sinuata (Nutt.) Greene","Radicula","sinuata","Brassicaceae"
"ROSP4",NA,"ROSP4","Rorippa sphaerocarpa (A. Gray) Britton","Rorippa","sphaerocarpa","Brassicaceae"
"ROSP4","NASP","NASP","Nasturtium sphaerocarpum A. Gray","Nasturtium","sphaerocarpum","Brassicaceae"
"ROSP4","RASP2","RASP2","Radicula sphaerocarpa (A. Gray) Greene","Radicula","sphaerocarpa","Brassicaceae"
"ROSY",NA,"ROSY","Rorippa sylvestris (L.) Besser","Rorippa","sylvestris","Brassicaceae"
"ROSY","RASY","RASY","Radicula sylvestris (L.) Druce","Radicula","sylvestris","Brassicaceae"
"ROTAL",NA,"ROTAL","Rotala L.","Rotala","L","Lythraceae"
"ROTE",NA,"ROTE","Rorippa tenerrima Greene","Rorippa","tenerrima","Brassicaceae"
"ROWO",NA,"ROWO","Rosa woodsii Lindl.","Rosa","woodsii","Rosaceae"
"ROWOU",NA,"ROWOU","Rosa woodsii Lindl. var. ultramontana (S. Watson) Jeps.","Rosa","woodsii","Rosaceae"
"ROWOU","ROAR5","ROAR5","Rosa arizonica Rydb.","Rosa","arizonica","Rosaceae"
"ROWOU","ROARG","ROARG","Rosa arizonica Rydb. var. granulifera (Rydb.) Kearney & Peebles","Rosa","arizonica","Rosaceae"
"ROWOU","ROCO10","ROCO10","Rosa covillei Greene","Rosa","covillei","Rosaceae"
"ROWOU","ROLA4","ROLA4","Rosa lapwaiensis H. St. John","Rosa","lapwaiensis","Rosaceae"
"ROWOU","ROPE2","ROPE2","Rosa pecosensis Cockerell","Rosa","pecosensis","Rosaceae"
"ROWOU","ROUL","ROUL","Rosa ultramontana (S. Watson) A. Heller","Rosa","ultramontana","Rosaceae"
"ROWOU","ROWOU2","ROWOU2","Rosa woodsii Lindl. ssp. ultramontana (S. Watson) Roy L. Taylor & MacBryde","Rosa","woodsii","Rosaceae"
"ROWOU","ROWOA","ROWOA","Rosa woodsii Lindl. var. arizonica (Rydb.) W.C. Martin & C.R. Hutchins","Rosa","woodsii","Rosaceae"
"ROWOU","ROWOG3","ROWOG3","Rosa woodsii Lindl. var. granulifera (Rydb.) W.C. Martin & C.R. Hutchins","Rosa","woodsii","Rosaceae"
"RUAC3",NA,"RUAC3","Rumex acetosella L.","Rumex","acetosella","Polygonaceae"
"RUAC3","ACAC5","ACAC5","Acetosella acetosella (L.) Small, nom. inval.","Acetosella","acetosella","Polygonaceae"
"RUAC3","ACTE3","ACTE3","Acetosella tenuifolia (Wallr.) Á. Löve","Acetosella","tenuifolia","Polygonaceae"
"RUAC3","ACVU","ACVU","Acetosella vulgaris Fourr.","Acetosella","vulgaris","Polygonaceae"
"RUAC3","RUACA5","RUACA5","Rumex acetosella L. ssp. angiocarpus (Murb.) Murb.","Rumex","acetosella","Polygonaceae"
"RUAC3","RUACP2","RUACP2","Rumex acetosella L. var. pyrenaeus (Pourr.) Timbal-Lagrave","Rumex","acetosella","Polygonaceae"
"RUAC3","RUACT2","RUACT2","Rumex acetosella L. var. tenuifolius Wallr.","Rumex","acetosella","Polygonaceae"
"RUAC3","RUAN","RUAN","Rumex angiocarpus Murb.","Rumex","angiocarpus","Polygonaceae"
"RUAC3","RUTE5","RUTE5","Rumex tenuifolius (Wallr.) Á. Löve","Rumex","tenuifolius","Polygonaceae"
"RUAL4",NA,"RUAL4","Rumex altissimus Alph. Wood","Rumex","altissimus","Polygonaceae"
"RUAL4","RUBR14","RUBR14","Rumex britannica Meisn., non L.","Rumex","britannica","Polygonaceae"
"RUAL4","RUBR3","RUBR3","Rumex brittanicus Meisn., orth. var.","Rumex","brittanicus","Polygonaceae"
"RUAL4","RUEL6","RUEL6","Rumex ellipticus Greene","Rumex","ellipticus","Polygonaceae"
"RUAQ",NA,"RUAQ","Rumex aquaticus L.","Rumex","aquaticus","Polygonaceae"
"RUAQF",NA,"RUAQF","Rumex aquaticus L. var. fenestratus (Greene) Dorn","Rumex","aquaticus","Polygonaceae"
"RUAQF","RUAQF2","RUAQF2","Rumex aquaticus L. ssp. fenestratus (Greene) Hultén","Rumex","aquaticus","Polygonaceae"
"RUAQF","RUAQO","RUAQO","Rumex aquaticus L. ssp. occidentalis (S. Watson) Hultén","Rumex","aquaticus","Polygonaceae"
"RUAQF","RUFE3","RUFE3","Rumex fenestratus Greene","Rumex","fenestratus","Polygonaceae"
"RUAQF","RUOC3","RUOC3","Rumex occidentalis S. Watson","Rumex","occidentalis","Polygonaceae"
"RUAQF","RUOCF","RUOCF","Rumex occidentalis S. Watson var. fenestratus (Greene) Lepage","Rumex","occidentalis","Polygonaceae"
"RUAQF","RUOCL","RUOCL","Rumex occidentalis S. Watson var. labradoricus (Rech. f.) Lepage","Rumex","occidentalis","Polygonaceae"
"RUAQF","RUOCP","RUOCP","Rumex occidentalis S. Watson var. procerus (Greene) J.T. Howell","Rumex","occidentalis","Polygonaceae"
"RUAQF","RUSU2","RUSU2","Rumex subalpinus M.E. Jones","Rumex","subalpinus","Polygonaceae"
"RUAR",NA,"RUAR","Rubus arcticus L.","Rubus","arcticus","Rosaceae"
"RUAR9",NA,"RUAR9","Rubus armeniacus Focke","Rubus","armeniacus","Rosaceae"
"RUAR9","RUDI2","RUDI2","Rubus discolor Weihe & Nees","Rubus","discolor","Rosaceae"
"RUAR9","RUPR","RUPR","Rubus procerus auct. non P.J. Müll. ex Genev","Rubus","procerus","Rosaceae"
"RUARA2",NA,"RUARA2","Rubus arcticus L. ssp. acaulis (Michx.) Focke","Rubus","arcticus","Rosaceae"
"RUARA2","CYARA","CYARA","Cylactis arctica (L.) Raf. ex B.D. Jacks. ssp. acaulis (Michx.) W.A. Weber","Cylactis","arctica","Rosaceae"
"RUARA2","RUAC","RUAC","Rubus acaulis Michx.","Rubus","acaulis","Rosaceae"
"RUARA2","RUARA4","RUARA4","Rubus arcticus L. var. acaulis (Michx.) B. Boivin","Rubus","arcticus","Rosaceae"
"RUBUS",NA,"RUBUS","Rubus L.","Rubus","L","Rosaceae"
"RUCI2",NA,"RUCI2","Ruppia cirrhosa (Petagna) Grande","Ruppia","cirrhosa","Ruppiaceae"
"RUCI2","RUCIO","RUCIO","Ruppia cirrhosa (Petagna) Grande ssp. occidentalis (S. Watson) Á. Löve & D. Löve","Ruppia","cirrhosa","Ruppiaceae"
"RUCI2","RUMAO","RUMAO","Ruppia maritima L. var. occidentalis (S. Watson) Graebn.","Ruppia","maritima","Ruppiaceae"
"RUCI2","RUMAS","RUMAS","Ruppia maritima L. var. spiralis (Dumort.) Moris","Ruppia","maritima","Ruppiaceae"
"RUCI2","RUOC6","RUOC6","Ruppia occidentalis S. Watson","Ruppia","occidentalis","Ruppiaceae"
"RUCI2","RUSP5","RUSP5","Ruppia spiralis Dumort.","Ruppia","spiralis","Ruppiaceae"
"RUCR",NA,"RUCR","Rumex crispus L.","Rumex","crispus","Polygonaceae"
"RUCRC",NA,"RUCRC","Rumex crispus L. ssp. crispus","Rumex","crispus","Polygonaceae"
"RUDBE",NA,"RUDBE","Rudbeckia L.","Rudbeckia","L","Asteraceae"
"RUDE",NA,"RUDE","Rubus deliciosus Torr.","Rubus","deliciosus","Rosaceae"
"RUDE","ORDE2","ORDE2","Oreobatus deliciosus (Torr.) James","Oreobatus","deliciosus","Rosaceae"
"RUDE2",NA,"RUDE2","Rumex densiflorus Osterh.","Rumex","densiflorus","Polygonaceae"
"RUDE2","RUPR16","RUPR16","Rumex praecox Rydb.","Rumex","praecox","Polygonaceae"
"RUDE2","RUPY","RUPY","Rumex pycnanthus Rech. f.","Rumex","pycnanthus","Polygonaceae"
"RUHI2",NA,"RUHI2","Rudbeckia hirta L.","Rudbeckia","hirta","Asteraceae"
"RUHIP",NA,"RUHIP","Rudbeckia hirta L. var. pulcherrima Farw.","Rudbeckia","hirta","Asteraceae"
