"SYMBOL","SYNONYM_SYMBOL","JOIN_SYMBOL","FULL_NAME","GENUS","SPECIES","FAMILY"
"AGFR","AGFRS2","AGFRS2","Agropyron fragile (Roth) P. Candargy var. sibiricum (Willd.) Tzvelev","Agropyron","fragile","Poaceae"
"AGFR","AGMO6","AGMO6","Agropyron mongolicum Keng","Agropyron","mongolicum","Poaceae"
"AGFR","AGSI","AGSI","Agropyron sibiricum (Willd.) P. Beauv.","Agropyron","sibiricum","Poaceae"
"AGGI",NA,"AGGI","Agrostemma githago L.","Agrostemma","githago","Caryophyllaceae"
"AGGI2",NA,"AGGI2","Agrostis gigantea Roth","Agrostis","gigantea","Poaceae"
"AGGI2","AGAL3","AGAL3","Agrostis alba auct. non L.","Agrostis","alba","Poaceae"
"AGGI2","AGGID","AGGID","Agrostis gigantea Roth var. dispar (Michx.) Philipson","Agrostis","gigantea","Poaceae"
"AGGI2","AGNI","AGNI","Agrostis nigra With.","Agrostis","nigra","Poaceae"
"AGGI2","AGSTG","AGSTG","Agrostis stolonifera L. ssp. gigantea (Roth) Schübl. & G. Martens","Agrostis","stolonifera","Poaceae"
"AGGI2","AGSTM","AGSTM","Agrostis stolonifera L. var. major (Gaudin) Farw.","Agrostis","stolonifera","Poaceae"
"AGGL",NA,"AGGL","Agoseris glauca (Pursh) Raf.","Agoseris","glauca","Asteraceae"
"AGGLA",NA,"AGGLA","Agoseris glauca (Pursh) Raf. var. agrestis (Osterh.) Q. Jones ex Cronquist","Agoseris","glauca","Asteraceae"
"AGGLA","AGAG","AGAG","Agoseris agrestis Osterh.","Agoseris","agrestis","Asteraceae"
"AGGLD",NA,"AGGLD","Agoseris glauca (Pursh) Raf. var. dasycephala (Torr. & A. Gray) Jeps.","Agoseris","glauca","Asteraceae"
"AGGLD","AGGLS","AGGLS","Agoseris glauca (Pursh) Raf. ssp. scorzonerifolia (Schrad.) Piper","Agoseris","glauca","Asteraceae"
"AGGLD","AGGLA2","AGGLA2","Agoseris glauca (Pursh) Raf. var. asper (Rydb.) Cronquist","Agoseris","glauca","Asteraceae"
"AGGLD","AGGLP2","AGGLP2","Agoseris glauca (Pursh) Raf. var. pumila (Nutt.) Garrett","Agoseris","glauca","Asteraceae"
"AGGLD","AGSC7","AGSC7","Agoseris scorzonerifolia (Schrad.) Greene","Agoseris","scorzonerifolia","Asteraceae"
"AGGLD","TRGLD","TRGLD","Troximon glaucum Pursh var. dasycephalum Torr. & A. Gray","Troximon","glaucum","Asteraceae"
"AGGLG",NA,"AGGLG","Agoseris glauca (Pursh) Raf. var. glauca","Agoseris","glauca","Asteraceae"
"AGGLG","AGTU3","AGTU3","Agoseris turbinata Rydb.","Agoseris","turbinata","Asteraceae"
"AGGLG","TRGL7","TRGL7","Troximon glaucum Pursh","Troximon","glaucum","Asteraceae"
"AGGLL",NA,"AGGLL","Agoseris glauca (Pursh) Raf. var. laciniata (D.C. Eaton) Smiley","Agoseris","glauca","Asteraceae"
"AGGLL","AGAR5","AGAR5","Agoseris arizonica Greene","Agoseris","arizonica","Asteraceae"
"AGGLL","AGGLP","AGGLP","Agoseris glauca (Pursh) Raf. var. parviflora (Nutt.) Rydb.","Agoseris","glauca","Asteraceae"
"AGGLL","AGPA14","AGPA14","Agoseris parviflora (Nutt.) Greene","Agoseris","parviflora","Asteraceae"
"AGGLL","MAGLL","MAGLL","Macrorhynchus glaucus (Pursh) D.C. Eaton var. laciniatus D.C. Eaton","Macrorhynchus","glaucus","Asteraceae"
"AGGLL","TRPA12","TRPA12","Troximon parviflorum Nutt.","Troximon","parviflorum","Asteraceae"
"AGHE2",NA,"AGHE2","Agoseris heterophylla (Nutt.) Greene","Agoseris","heterophylla","Asteraceae"
"AGHE5",NA,"AGHE5","Ageratina herbacea (A. Gray) R.M. King & H. Rob.","Ageratina","herbacea","Asteraceae"
"AGHE5","EUHE7","EUHE7","Eupatorium herbaceum (A. Gray) Greene","Eupatorium","herbaceum","Asteraceae"
"AGHEH",NA,"AGHEH","Agoseris heterophylla (Nutt.) Greene var. heterophylla","Agoseris","heterophylla","Asteraceae"
"AGHEH","AGHEC2","AGHEC2","Agoseris heterophylla (Nutt.) Greene ssp. californica (Nutt.) Piper","Agoseris","heterophylla","Asteraceae"
"AGHEH","AGHEN","AGHEN","Agoseris heterophylla (Nutt.) Greene ssp. normalis Piper","Agoseris","heterophylla","Asteraceae"
"AGHEH","AGHEC3","AGHEC3","Agoseris heterophylla (Nutt.) Greene var. cryptopleura Jeps.","Agoseris","heterophylla","Asteraceae"
"AGHEH","AGHEK","AGHEK","Agoseris heterophylla (Nutt.) Greene var. kymapleura Greene","Agoseris","heterophylla","Asteraceae"
"AGHEH","MAHE4","MAHE4","Macrorhynchus heterophyllus Nutt.","Macrorhynchus","heterophyllus","Asteraceae"
"AGHU",NA,"AGHU","Agrostis humilis Vasey","Agrostis","humilis","Poaceae"
"AGHU","AGTH2","AGTH2","Agrostis thurberiana Hitchc.","Agrostis","thurberiana","Poaceae"
"AGHU","POHU","POHU","Podagrostis humilis (Vasey) Björkman","Podagrostis","humilis","Poaceae"
"AGHU","POTH3","POTH3","Podagrostis thurberiana (Hitchc.) Hultén","Podagrostis","thurberiana","Poaceae"
"AGID",NA,"AGID","Agrostis idahoensis Nash","Agrostis","idahoensis","Poaceae"
"AGID","AGBOR","AGBOR","Agrostis borealis Hartm. var. recta (Hartm.) B. Boivin","Agrostis","borealis","Poaceae"
"AGID","AGCL4","AGCL4","Agrostis clavata auct. non Trin.","Agrostis","clavata","Poaceae"
"AGID","AGFI3","AGFI3","Agrostis filicumis M.E. Jones","Agrostis","filicumis","Poaceae"
"AGME3",NA,"AGME3","Agrostis mertensii Trin.","Agrostis","mertensii","Poaceae"
"AGME3","AGBA5","AGBA5","Agrostis bakeri Rydb.","Agrostis","bakeri","Poaceae"
"AGME3","AGBO2","AGBO2","Agrostis borealis Hartm.","Agrostis","borealis","Poaceae"
"AGME3","AGBOA3","AGBOA3","Agrostis borealis Hartm. var. americana (Scribn.) Fernald","Agrostis","borealis","Poaceae"
"AGME3","AGBOP","AGBOP","Agrostis borealis Hartm. var. paludosa (Scribn.) Fernald","Agrostis","borealis","Poaceae"
"AGME3","AGIDB","AGIDB","Agrostis idahoensis Nash var. bakeri (Rydb.) W.A. Weber","Agrostis","idahoensis","Poaceae"
"AGME3","AGMEB","AGMEB","Agrostis mertensii Trin. ssp. borealis (Hartm.) Tzvelev","Agrostis","mertensii","Poaceae"
"AGME3","AGRU2","AGRU2","Agrostis rupestris auct. non All.","Agrostis","rupestris","Poaceae"
"AGMO2",NA,"AGMO2","Agoseris ×montana Osterh. (pro sp.) [aurantiaca var. purpurea × glauca var. dasycephala]","Agoseris","montana","Asteraceae"
"AGOSE",NA,"AGOSE","Agoseris Raf.","Agoseris","Raf","Asteraceae"
"AGPA",NA,"AGPA","Agastache pallidiflora (A. Heller) Rydb.","Agastache","pallidiflora","Lamiaceae"
"AGPAG4",NA,"AGPAG4","Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora var. greenei (Briq.) R.W. Sanders","Agastache","pallidiflora","Lamiaceae"
"AGPAG4","AGGR10","AGGR10","Agastache greenei (Briq.) Wooton & Standl.","Agastache","greenei","Lamiaceae"
"AGPAP2",NA,"AGPAP2","Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora","Agastache","pallidiflora","Lamiaceae"
"AGRIM",NA,"AGRIM","Agrimonia L.","Agrimonia","L","Rosaceae"
"AGROP2",NA,"AGROP2","Agropyron Gaertn.","Agropyron","Gaertn","Poaceae"
"AGROS",NA,"AGROS","Agrostemma L.","Agrostemma","L","Caryophyllaceae"
"AGROS2",NA,"AGROS2","Agrostis L.","Agrostis","L","Poaceae"
"AGSC5",NA,"AGSC5","Agrostis scabra Willd.","Agrostis","scabra","Poaceae"
"AGSC5","AGGE2","AGGE2","Agrostis geminata Trin.","Agrostis","geminata","Poaceae"
"AGSC5","AGHYG","AGHYG","Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. geminata (Trin.) Hitchc.","Agrostis","hyemalis","Poaceae"
"AGSC5","AGHYS","AGHYS","Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. scabra (Willd.) Blomquist","Agrostis","hyemalis","Poaceae"
"AGSC5","AGHYT","AGHYT","Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. tenuis (Tuck.) Gleason","Agrostis","hyemalis","Poaceae"
"AGSC5","AGSCS4","AGSCS4","Agrostis scabra Willd. ssp. septentrionalis (Fernald) Á. Löve & D. Löve","Agrostis","scabra","Poaceae"
"AGSC5","AGSCG","AGSCG","Agrostis scabra Willd. var. geminata (Trin.) Swallen","Agrostis","scabra","Poaceae"
"AGSC5","AGSCS","AGSCS","Agrostis scabra Willd. var. septentrionalis Fernald","Agrostis","scabra","Poaceae"
"AGST",NA,"AGST","Agrimonia striata Michx.","Agrimonia","striata","Rosaceae"
"AGST2",NA,"AGST2","Agrostis stolonifera L.","Agrostis","stolonifera","Poaceae"
"AGST2","AGALP","AGALP","Agrostis alba L. var. palustris (Huds.) Pers.","Agrostis","alba","Poaceae"
"AGST2","AGALS","AGALS","Agrostis alba L. var. stolonifera (L.) Sm.","Agrostis","alba","Poaceae"
"AGST2","AGMA10","AGMA10","Agrostis maritima Lam.","Agrostis","maritima","Poaceae"
"AGST2","AGPA17","AGPA17","Agrostis palustris Huds.","Agrostis","palustris","Poaceae"
"AGST2","AGSTC","AGSTC","Agrostis stolonifera L. var. compacta Hartm.","Agrostis","stolonifera","Poaceae"
"AGST2","AGSTP","AGSTP","Agrostis stolonifera L. var. palustris (Huds.) Farw.","Agrostis","stolonifera","Poaceae"
"AGTE3",NA,"AGTE3","Agalinis tenuifolia (Vahl) Raf.","Agalinis","tenuifolia","Scrophulariaceae"
"AGTEP2",NA,"AGTEP2","Agalinis tenuifolia (Vahl) Raf. var. parviflora (Nutt.) Pennell","Agalinis","tenuifolia","Scrophulariaceae"
"AGTEP2","GETEP6","GETEP6","Gerardia tenuifolia Vahl ssp. parviflora (Nutt.) Pennell","Gerardia","tenuifolia","Scrophulariaceae"
"AGTEP2","GETEP4","GETEP4","Gerardia tenuifolia Vahl var. parviflora Nutt.","Gerardia","tenuifolia","Scrophulariaceae"
"AGUR",NA,"AGUR","Agastache urticifolia (Benth.) Kuntze","Agastache","urticifolia","Lamiaceae"
"AGURU",NA,"AGURU","Agastache urticifolia (Benth.) Kuntze var. urticifolia","Agastache","urticifolia","Lamiaceae"
"AGVA",NA,"AGVA","Agrostis variabilis Rydb.","Agrostis","variabilis","Poaceae"
"AGVA","AGRO7","AGRO7","Agrostis rossiae auct. non Vasey","Agrostis","rossiae","Poaceae"
"AIAL",NA,"AIAL","Ailanthus altissima (Mill.) Swingle","Ailanthus","altissima","Simaroubaceae"
"AIAL","AIGL","AIGL","Ailanthus glandulosa Desf.","Ailanthus","glandulosa","Simaroubaceae"
"AIAL","TOAL4","TOAL4","Toxicodendron altissimum Mill.","Toxicodendron","altissimum","Simaroubaceae"
"AILAN",NA,"AILAN","Ailanthus Desf.","Ailanthus","Desf","Simaroubaceae"
"ALAC2",NA,"ALAC2","Aletes acaulis (Torr.) J.M. Coult. & Rose","Aletes","acaulis","Apiaceae"
"ALAC2","CYHA14","CYHA14","Cymopterus hallii (A. Gray) B.L. Turner","Cymopterus","hallii","Apiaceae"
"ALAC4",NA,"ALAC4","Allium acuminatum Hook.","Allium","acuminatum","Liliaceae"
"ALAC4","ALACC","ALACC","Allium acuminatum Hook. var. cuspidatum Fernald","Allium","acuminatum","Liliaceae"
"ALAE",NA,"ALAE","Alopecurus aequalis Sobol.","Alopecurus","aequalis","Poaceae"
"ALAEA",NA,"ALAEA","Alopecurus aequalis Sobol. var. aequalis","Alopecurus","aequalis","Poaceae"
"ALAEA","ALAEN","ALAEN","Alopecurus aequalis Sobol. var. natans (Wahlenb.) Fernald","Alopecurus","aequalis","Poaceae"
"ALAEA","ALAR5","ALAR5","Alopecurus aristulatus Michx.","Alopecurus","aristulatus","Poaceae"
"ALAEA","ALGEA","ALGEA","Alopecurus geniculatus L. var. aristulatus (Michx.) Torr.","Alopecurus","geniculatus","Poaceae"
"ALAL3",NA,"ALAL3","Alyssum alyssoides (L.) L.","Alyssum","alyssoides","Brassicaceae"
"ALAL3","ALCA11","ALCA11","Alyssum calycinum L.","Alyssum","calycinum","Brassicaceae"
"ALAL3","CLAL10","CLAL10","Clypeola alyssoides L.","Clypeola","alyssoides","Brassicaceae"
"ALAN3",NA,"ALAN3","Aletes anisatus (A. Gray) W.L. Theobald & C.C. Tseng","Aletes","anisatus","Apiaceae"
"ALAN3","CYAN8","CYAN8","Cymopterus anisatus A. Gray","Cymopterus","anisatus","Apiaceae"
"ALAN3","PTAN4","PTAN4","Pteryxia anisata (A. Gray) Mathias & Constance","Pteryxia","anisata","Apiaceae"
"ALAR",NA,"ALAR","Alopecurus arundinaceus Poir.","Alopecurus","arundinaceus","Poaceae"
"ALAR","ALVE","ALVE","Alopecurus ventricosus Pers., non (Gouan) Huds.","Alopecurus","ventricosus","Poaceae"
"ALBR",NA,"ALBR","Allium brandegeei S. Watson","Allium","brandegeei","Liliaceae"
"ALBR","ALDI8","ALDI8","Allium diehlii (M.E. Jones) M.E. Jones","Allium","diehlii","Liliaceae"
"ALBR","ALMI4","ALMI4","Allium minimum M.E. Jones","Allium","minimum","Liliaceae"
"ALBR","ALTRD","ALTRD","Allium tribracteatum Torr. var. diehlii M.E. Jones","Allium","tribracteatum","Liliaceae"
"ALBR2",NA,"ALBR2","Allium brevistylum S. Watson","Allium","brevistylum","Liliaceae"
"ALCA4",NA,"ALCA4","Alopecurus carolinianus Walter","Alopecurus","carolinianus","Poaceae"
"ALCA4","ALMA15","ALMA15","Alopecurus macounii Vasey","Alopecurus","macounii","Poaceae"
"ALCA4","ALRA4","ALRA4","Alopecurus ramosus Poir.","Alopecurus","ramosus","Poaceae"
"ALCE2",NA,"ALCE2","Allium cernuum Roth","Allium","cernuum","Liliaceae"
"ALCEA",NA,"ALCEA","Alcea L.","Alcea","L","Malvaceae"
"ALCEC2",NA,"ALCEC2","Allium cernuum Roth var. cernuum","Allium","cernuum","Liliaceae"
"ALCEO",NA,"ALCEO","Allium cernuum Roth var. obtusum Cockerell ex J.F. Macbr.","Allium","cernuum","Liliaceae"
"ALCEO","ALNA","ALNA","Allium natans Rydb.","Allium","natans","Liliaceae"
"ALCEO","ALRE4","ALRE4","Allium recurvatum Rydb.","Allium","recurvatum","Liliaceae"
"ALCH",NA,"ALCH","Allionia choisyi Standl.","Allionia","choisyi","Nyctaginaceae"
"ALDE",NA,"ALDE","Alyssum desertorum Stapf","Alyssum","desertorum","Brassicaceae"
"ALDED",NA,"ALDED","Alyssum desertorum Stapf var. desertorum","Alyssum","desertorum","Brassicaceae"
"ALDED","ALTU2","ALTU2","Alyssum turkestanicum auct. non Regel & Schmalh.","Alyssum","turkestanicum","Brassicaceae"
"ALETE",NA,"ALETE","Aletes J.M. Coult. & Rose","Aletes","J","Apiaceae"
"ALGE",NA,"ALGE","Allium geyeri S. Watson","Allium","geyeri","Liliaceae"
"ALGE2",NA,"ALGE2","Alopecurus geniculatus L.","Alopecurus","geniculatus","Poaceae"
"ALGEG",NA,"ALGEG","Allium geyeri S. Watson var. geyeri","Allium","geyeri","Liliaceae"
"ALGEG","ALDI5","ALDI5","Allium dictyotum Greene","Allium","dictyotum","Liliaceae"
"ALGEG4",NA,"ALGEG4","Alopecurus geniculatus L. var. geniculatus","Alopecurus","geniculatus","Poaceae"
"ALGEG4","ALPA9","ALPA9","Alopecurus pallescens Piper","Alopecurus","pallescens","Poaceae"
"ALGET",NA,"ALGET","Allium geyeri S. Watson var. tenerum M.E. Jones","Allium","geyeri","Liliaceae"
"ALGET","ALAR7","ALAR7","Allium arenicola Osterh., non Small","Allium","arenicola","Liliaceae"
"ALGET","ALFI6","ALFI6","Allium fibrosum Rydb., non Regel","Allium","fibrosum","Liliaceae"
"ALGET","ALGET2","ALGET2","Allium geyeri S. Watson ssp. tenerum (M.E. Jones) Traub & Ownbey","Allium","geyeri","Liliaceae"
"ALGET","ALGEG3","ALGEG3","Allium geyeri S. Watson var. graniferum L.F. Hend.","Allium","geyeri","Liliaceae"
"ALGET","ALRU5","ALRU5","Allium rubrum Osterh.","Allium","rubrum","Liliaceae"
"ALGET","ALRY","ALRY","Allium rydbergii J.F. Macbr.","Allium","rydbergii","Liliaceae"
"ALGET","ALSA5","ALSA5","Allium sabulicola Osterh.","Allium","sabulicola","Liliaceae"
"ALGR",NA,"ALGR","Alisma gramineum Lej.","Alisma","gramineum","Alismataceae"
"ALGR","ALGE3","ALGE3","Alisma geyeri Torr.","Alisma","geyeri","Alismataceae"
"ALGR","ALGRA","ALGRA","Alisma gramineum Lej. var. angustissimum (DC.) A.J. Hendricks","Alisma","gramineum","Alismataceae"
"ALGR","ALGRG2","ALGRG2","Alisma gramineum Lej. var. geyeri (Torr.) Lam.","Alisma","gramineum","Alismataceae"
"ALGR","ALGRG3","ALGRG3","Alisma gramineum Lej. var. graminifolium (Wahlenb.) A.J. Hendricks","Alisma","gramineum","Alismataceae"
"ALGR","ALGRW","ALGRW","Alisma gramineum Lej. var. wahlenbergii auct. non (Holmb.) Raymond & Kucyniak","Alisma","gramineum","Alismataceae"
"ALGR","ALLA5","ALLA5","Alisma lanceolatum A. Gray","Alisma","lanceolatum","Alismataceae"
"ALHA6",NA,"ALHA6","Aliciella haydenii (A. Gray) J.M. Porter","Aliciella","haydenii","Polemoniaceae"
"ALHA6","ALHAC","ALHAC","Aliciella haydenii (A. Gray) J.M. Porter ssp. crandallii (Rydb.) J.M. Porter","Aliciella","haydenii","Polemoniaceae"
"ALHA6","GIHA2","GIHA2","Gilia haydenii A. Gray","Gilia","haydenii","Polemoniaceae"
"ALHA6","GIMO2","GIMO2","Gilia montezumae Tidestr. & Dayton","Gilia","montezumae","Polemoniaceae"
"ALHA6","GISUH","GISUH","Gilia subnuda Torr. ex A. Gray ssp. haydenii (A. Gray) Brand","Gilia","subnuda","Polemoniaceae"
"ALHAG",NA,"ALHAG","Alhagi Gagnebin","Alhagi","Gagnebin","Fabaceae"
"ALHU",NA,"ALHU","Aletes humilis J.M. Coult. & Rose","Aletes","humilis","Apiaceae"
"ALICI",NA,"ALICI","Aliciella Brand","Aliciella","Brand","Polemoniaceae"
"ALIN",NA,"ALIN","Allionia incarnata L.","Allionia","incarnata","Nyctaginaceae"
"ALIN2",NA,"ALIN2","Alnus incana (L.) Moench","Alnus","incana","Betulaceae"
"ALINI",NA,"ALINI","Allionia incarnata L. var. incarnata","Allionia","incarnata","Nyctaginaceae"
"ALINI","ALCR2","ALCR2","Allionia cristata (Standl.) Standl.","Allionia","cristata","Nyctaginaceae"
"ALINI","WECR","WECR","Wedelia cristata Standl.","Wedelia","cristata","Nyctaginaceae"
"ALINT",NA,"ALINT","Alnus incana (L.) Moench ssp. tenuifolia (Nutt.) Breitung","Alnus","incana","Betulaceae"
"ALINT","ALINO","ALINO","Alnus incana (L.) Moench var. occidentalis (Dippel) C.L. Hitchc.","Alnus","incana","Betulaceae"
"ALINT","ALINV","ALINV","Alnus incana (L.) Moench var. virescens S. Watson","Alnus","incana","Betulaceae"
"ALINT","ALPU5","ALPU5","Alnus ×purpusii Callier","Alnus","purpusii","Betulaceae"
"ALINT","ALTE2","ALTE2","Alnus tenuifolia Nutt.","Alnus","tenuifolia","Betulaceae"
"ALISM",NA,"ALISM","Alisma L.","Alisma","L","Alismataceae"
"ALLE7",NA,"ALLE7","Aliciella leptomeria (A. Gray) J.M. Porter","Aliciella","leptomeria","Polemoniaceae"
"ALLE7","GILE3","GILE3","Gilia leptomeria A. Gray","Gilia","leptomeria","Polemoniaceae"
"ALLIA",NA,"ALLIA","Alliaria Heist. ex Fabr.","Alliaria","Heist","Brassicaceae"
"ALLIO",NA,"ALLIO","Allionia L.","Allionia","L","Nyctaginaceae"
"ALLIU",NA,"ALLIU","Allium L.","Allium","L","Liliaceae"
"ALMA12",NA,"ALMA12","Alhagi maurorum Medik.","Alhagi","maurorum","Fabaceae"
"ALMA12","ALCA","ALCA","Alhagi camelorum Fisch.","Alhagi","camelorum","Fabaceae"
"ALMA12","ALPS3","ALPS3","Alhagi pseudalhagi (M. Bieb.) Desv. ex B. Keller & Schaparenko","Alhagi","pseudalhagi","Fabaceae"
"ALMA3",NA,"ALMA3","Aletes macdougalii J.M. Coult. & Rose","Aletes","macdougalii","Apiaceae"
"ALMA4",NA,"ALMA4","Allium macropetalum Rydb.","Allium","macropetalum","Liliaceae"
"ALMA8",NA,"ALMA8","Alopecurus magellanicus Lam.","Alopecurus","magellanicus","Poaceae"
"ALMA8","ALAL2","ALAL2","Alopecurus alpinus Sm.","Alopecurus","alpinus","Poaceae"
"ALMA8","ALALG","ALALG","Alopecurus alpinus Sm. ssp. glaucus (Less.) Hultén","Alopecurus","alpinus","Poaceae"
"ALMA8","ALALS","ALALS","Alopecurus alpinus Sm. ssp. stejnegeri (Vasey) Hultén","Alopecurus","alpinus","Poaceae"
"ALMA8","ALALB","ALALB","Alopecurus alpinus Sm. var. borealis (Trin.) Griseb.","Alopecurus","alpinus","Poaceae"
"ALMA8","ALALG2","ALALG2","Alopecurus alpinus Sm. var. glaucus (Less.) Krylov","Alopecurus","alpinus","Poaceae"
"ALMA8","ALALO","ALALO","Alopecurus alpinus Sm. var. occidentalis (Scribn. & Tweedy) B. Boivin","Alopecurus","alpinus","Poaceae"
"ALMA8","ALALS2","ALALS2","Alopecurus alpinus Sm. var. stejnegeri (Vasey) Hultén","Alopecurus","alpinus","Poaceae"
"ALMA8","ALBO6","ALBO6","Alopecurus borealis Trin.","Alopecurus","borealis","Poaceae"
"ALMA8","ALGL8","ALGL8","Alopecurus glaucus Less.","Alopecurus","glaucus","Poaceae"
"ALMA8","ALOC7","ALOC7","Alopecurus occidentalis Scribn. & Tweedy","Alopecurus","occidentalis","Poaceae"
"ALMAB",NA,"ALMAB","Aletes macdougalii J.M. Coult. & Rose ssp. breviradiatus W.L. Theobald & C.C. Tseng","Aletes","macdougalii","Apiaceae"
"ALMC",NA,"ALMC","Aliciella mcvickerae (M.E. Jones) J.M. Porter","Aliciella","mcvickerae","Polemoniaceae"
"ALMC","GICA12","GICA12","Gilia calcarea M.E. Jones","Gilia","calcarea","Polemoniaceae"
"ALMC","GIMC","GIMC","Gilia mcvickerae M.E. Jones","Gilia","mcvickerae","Polemoniaceae"
"ALMC","GIPIC","GIPIC","Gilia pinnatifida Nutt. ex A. Gray var. calcarea (M.E. Jones) Brand","Gilia","pinnatifida","Polemoniaceae"
"ALMI10",NA,"ALMI10","Aliciella micromeria (A. Gray) J.M. Porter","Aliciella","micromeria","Polemoniaceae"
"ALMI10","GILEM3","GILEM3","Gilia leptomeria A. Gray ssp. micromeria (A. Gray) H. Mason & A.D. Grant","Gilia","leptomeria","Polemoniaceae"
"ALMI10","GILEM2","GILEM2","Gilia leptomeria A. Gray var. micromeria (A. Gray) Cronquist","Gilia","leptomeria","Polemoniaceae"
"ALMI10","GIMI4","GIMI4","Gilia micromeria A. Gray","Gilia","micromeria","Polemoniaceae"
"ALMU",NA,"ALMU","Alyssum murale Waldst. & Kit.","Alyssum","murale","Brassicaceae"
"ALMUT2",NA,"ALMUT2","Almutaster Á. Löve & D. Löve","Almutaster","L","Asteraceae"
"ALNE",NA,"ALNE","Allium nevadense S. Watson","Allium","nevadense","Liliaceae"
"ALNUS",NA,"ALNUS","Alnus Mill.","Alnus","Mill","Betulaceae"
"ALOPE",NA,"ALOPE","Alopecurus L.","Alopecurus","L","Poaceae"
"ALPA14",NA,"ALPA14","Almutaster pauciflorus (Nutt.) Á. Löve & D. Löve","Almutaster","pauciflorus","Asteraceae"
"ALPA14","ASHY6","ASHY6","Aster hydrophilus Greene ex Wooton & Standl.","Aster","hydrophilus","Asteraceae"
"ALPA14","ASPA8","ASPA8","Aster pauciflorus Nutt.","Aster","pauciflorus","Asteraceae"
"ALPE11",NA,"ALPE11","Aliciella penstemonoides (M.E. Jones) J.M. Porter","Aliciella","penstemonoides","Polemoniaceae"
"ALPE11","GIPE","GIPE","Gilia penstemonoides M.E. Jones","Gilia","penstemonoides","Polemoniaceae"
"ALPE4",NA,"ALPE4","Alliaria petiolata (M. Bieb.) Cavara & Grande","Alliaria","petiolata","Brassicaceae"
"ALPE4","ALAL8","ALAL8","Alliaria alliaria (L.) Britton, nom. inval.","Alliaria","alliaria","Brassicaceae"
"ALPE4","ALOF3","ALOF3","Alliaria officinalis Andrz. ex M. Bieb.","Alliaria","officinalis","Brassicaceae"
"ALPE4","ERAL14","ERAL14","Erysimum alliaria L.","Erysimum","alliaria","Brassicaceae"
"ALPE4","SIAL11","SIAL11","Sisymbrium alliaria (L.) Scop.","Sisymbrium","alliaria","Brassicaceae"
"ALPI2",NA,"ALPI2","Aliciella pinnatifida (Nutt. ex A. Gray) J.M. Porter","Aliciella","pinnatifida","Polemoniaceae"
"ALPI2","GIPI","GIPI","Gilia pinnatifida Nutt. ex A. Gray","Gilia","pinnatifida","Polemoniaceae"
"ALPR3",NA,"ALPR3","Alopecurus pratensis L.","Alopecurus","pratensis","Poaceae"
"ALRO3",NA,"ALRO3","Alcea rosea L.","Alcea","rosea","Malvaceae"
"ALRO3","ALFI9","ALFI9","Alcea ficifolia L.","Alcea","ficifolia","Malvaceae"
"ALRO3","ALRO4","ALRO4","Althaea rosea (L.) Cav.","Althaea","rosea","Malvaceae"
"ALSA2",NA,"ALSA2","Allium sativum L.","Allium","sativum","Liliaceae"
"ALSC",NA,"ALSC","Allium schoenoprasum L.","Allium","schoenoprasum","Liliaceae"
"ALSCS",NA,"ALSCS","Allium schoenoprasum L. var. sibiricum (L.) Hartm.","Allium","schoenoprasum","Liliaceae"
"ALSCS","ALSCS3","ALSCS3","Allium schoenoprasum L. ssp. sibiricum (L.) Celak.","Allium","schoenoprasum","Liliaceae"
"ALSCS","ALSCL","ALSCL","Allium schoenoprasum L. var. laurentianum Fernald","Allium","schoenoprasum","Liliaceae"
"ALSCS","ALSI4","ALSI4","Allium sibiricum L.","Allium","sibiricum","Liliaceae"
"ALSE11",NA,"ALSE11","Aliciella sedifolia (Brandegee) J.M. Porter","Aliciella","sedifolia","Polemoniaceae"
"ALSE11","GISE","GISE","Gilia sedifolia Brandegee","Gilia","sedifolia","Polemoniaceae"
"ALSE5",NA,"ALSE5","Aletes sessiliflorus W.L. Theobald & C.C. Tseng","Aletes","sessiliflorus","Apiaceae"
"ALSI8",NA,"ALSI8","Alyssum simplex Rudolphi","Alyssum","simplex","Brassicaceae"
"ALSI8","ALMI2","ALMI2","Alyssum minus (L.) Rothm., nom. illeg.","Alyssum","minus","Brassicaceae"
"ALSI8","ALMIM","ALMIM","Alyssum minus (L.) Rothm. var. micranthum (C.A. Mey.) Dudley","Alyssum","minus","Brassicaceae"
