SYMBOL_AIM,SYMBOL_USDA,BINOMIAL_NAT,BINOMIAL_ACK,GROWTHHABIT,GROWTHHABITSUB,DURATION,NATIVITY,INVASIVE,PHOTOSYNTHETIC,RESPROUT,FUNCTIONAL
POFE,POFE,Poa fendleriana,Poa fendleriana,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
MESA,MESA,Medicago sativa,Medicago sativa,NA,FORB,PERENNIAL,NA,TRUE,NA,NA,NoxPerenForbCover 
SAMI3,SAMI3,Sanguisorba minor,Sanguisorba minor,NA,FORB,PERENNIAL,NA,TRUE,NA,NA,NoxPerenForbCover 
PHRE9,PHRE9,Physaria rectipes,Physaria rectipes,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CHDOD,CHDOD,Chaenactis douglasii var. douglasii,Chaenactis douglasii var. douglasii,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
HEVIV,HEVIV,Heterotheca villosa var. villosa,Heterotheca villosa var. villosa,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
TOIN,TOIN,Townsendia incana,Townsendia incana,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
EREN,EREN,Erigeron engelmannii,Erigeron engelmannii,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
DEIN5,DEIN5,Descurainia incana,Descurainia incana,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ARLI,ARLI,Arabis lignifera,Boechera lignifera,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CHVI8,CHVI8,Chrysothamnus viscidiflorus,Chrysothamnus viscidiflorus,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
HEVI4,HEVI4,Heterotheca villosa,Heterotheca villosa,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
JUSC2,JUSC2,Juniperus scopulorum,Juniperus scopulorum,NA,TREE,PERENNIAL,NA,FALSE,NA,NA,NonNoxTreeCover 
AMAL2,AMAL2,Amelanchier alnifolia,Amelanchier alnifolia,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
PHHO,PHHO,Phlox hoodii,Phlox hoodii,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CYPL,CYPL,Cymopterus planosus,Cymopterus planosus,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ALSI8,ALSI8,Alyssum simplex,Alyssum simplex,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
SAVE4,SAVE4,Sarcobatus vermiculatus,Sarcobatus vermiculatus,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
ATCO,ATCO,Atriplex confertifolia,Atriplex confertifolia,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
CHDE2,CHDE2,Chrysothamnus depressus,Chrysothamnus depressus,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
HEAN3,HEAN3,Helianthus annuus,Helianthus annuus,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
PSJU3,PSJU3,Psathyrostachys juncea,Psathyrostachys juncea,NA,GRAMINOID,PERENNIAL,NA,TRUE,C3,NA,NoxPerenGrassCover 
LIWA4,LIWA4,Linanthus watsonii,Linanthus watsonii,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
TEIV,TEIV,Tetraneuris ivesiana,Tetraneuris ivesiana,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
LIPU11,LIPU11,Linanthus pungens,Linanthus pungens,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ERUM,ERUM,Eriogonum umbellatum,Eriogonum umbellatum,NA,FORB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxPerenForbCover 
PUTR2,PUTR2,Purshia tridentata,Purshia tridentata,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
ERCI6,ERCI6,Erodium cicutarium,Erodium cicutarium,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
DESC,DESC,Delphinium scaposum,Delphinium scaposum,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
HAGL,HAGL,Halogeton glomeratus,Halogeton glomeratus,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
OPPOP,OPPOP,Opuntia polyacantha var. polyacantha,Opuntia polyacantha var. polyacantha,NA,SUCCULENT,PERENNIAL,NA,FALSE,NA,NA,NonNoxSucculentCover 
TESP2,TESP2,Tetradymia spinosa,Tetradymia spinosa,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
CYBU,CYBU,Cymopterus bulbosus,Cymopterus bulbosus,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
HYFI,HYFI,Hymenopappus filifolius,Hymenopappus filifolius,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ARBI3,ARBI3,Artemisia bigelovii,Artemisia bigelovii,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
XYGL,XYGL,Xylorhiza glabriuscula,Xylorhiza glabriuscula,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
EPTO,EPTO,Ephedra torreyana,Ephedra torreyana,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
SATR12,SATR12,Salsola tragus,Salsola tragus,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
XYVE,XYVE,Xylorhiza venusta,Xylorhiza venusta,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
CLPA3,CLPA3,Cleomella palmeriana,Cleomella palmeriana,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
STPI,STPI,Stanleya pinnata,Stanleya pinnata,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CORA,CORA,Coleogyne ramosissima,Coleogyne ramosissima,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
OPPH,OPPH,Opuntia phaeacantha,Opuntia phaeacantha,NA,SUCCULENT,PERENNIAL,NA,FALSE,NA,NA,NonNoxSucculentCover 
LEMO2,LEMO2,Lepidium montanum,Lepidium montanum,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ARFR4,ARFR4,Artemisia frigida,Artemisia frigida,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
ERRA3,ERRA3,Eriogonum racemosum,Eriogonum racemosum,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CAGE2,CAGE2,Carex geyeri,Carex geyeri,NA,SEDGE,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenSedgeCover 
BOCU,BOCU,Bouteloua curtipendula,Bouteloua curtipendula,NA,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
TRGY,TRGY,Trifolium gymnocarpon,Trifolium gymnocarpon,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
GRSQ,GRSQ,Grindelia squarrosa,Grindelia squarrosa,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ERDI4,ERDI4,Erigeron divergens,Erigeron divergens,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
HENE5,HENE5,Hesperostipa neomexicana,Hesperostipa neomexicana,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
ACMI2,ACMI2,Achillea millefolium,Achillea millefolium,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
TRDU,TRDU,Tragopogon dubius,Tragopogon dubius,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
BRIN2,BRIN2,Bromus inermis,Bromus inermis,NA,GRAMINOID,PERENNIAL,NA,TRUE,C3,NA,NoxPerenGrassCover 
URDI,URDI,Urtica dioica,Urtica dioica,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CHFE3,CHFE3,Chamaesyce fendleri,Chamaesyce fendleri,NA,FORB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxPerenForbCover 
ROWO,ROWO,Rosa woodsii,Rosa woodsii,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
PAMY,PAMY,Paxistima myrsinites,Paxistima myrsinites,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
POAL2,POAL2,Poa alpina,Poa alpina,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
ARMO4,ARMO4,Arnica mollis,Arnica mollis,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
GEAMA,GEAMA,Gentianella amarella ssp. acuta,Gentianella acuta,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
CRCR3,CRCR3,Cryptantha crassisepala,NA,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
LAOCO,LAOCO,Lappula occidentalis var. occidentalis,Lappula occidentalis var. occidentalis,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
LAOC3,LAOC3,Lappula occidentalis,Lappula occidentalis,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
CADR,CADR,Cardaria draba,Lepidium draba,NA,FORB,PERENNIAL,NA,TRUE,NA,NA,NoxPerenForbCover 
ALAL3,ALAL3,Alyssum alyssoides,Alyssum alyssoides,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
PLEL,PLEL,Plantago elongata,Plantago elongata,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
DRRE2,DRRE2,Draba reptans,Draba reptans,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
GICL2,GICL2,Gilia clokeyi,Gilia clokeyi,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
CANU3,CANU3,Calochortus nuttallii,Calochortus nuttallii,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PODOJ2,PODOJ2,Polygonum douglasii  ssp. johnstonii ,Polygonum sawatchense ssp. sawatchense,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
ANOC2,ANOC2,Androsace occidentalis,Androsace occidentalis,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
CHAL7,CHAL7,Chenopodium album,Chenopodium album,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
CHGR6,CHGR6,Chrysothamnus greenei,Chrysothamnus greenei,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
LEAL4,LEAL4,Lepidium alyssoides,Lepidium alyssoides,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
RHTR,RHTR,Rhus trilobata,Rhus trilobata,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
ARLU,ARLU,Artemisia ludoviciana,Artemisia ludoviciana,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ERAL4,ERAL4,Eriogonum alatum,Eriogonum alatum,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ARUV,ARUV,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
ASSC7,ASSC7,Astragalus scopulorum,Astragalus scopulorum,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ARTR2,ARTR2,Artemisia tridentata,Artemisia tridentata,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
SIAC,SIAC,Silene acaulis,Silene acaulis,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ARCA14,ARCA14,Artemisia carruthii,Artemisia carruthii,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ERGL2,ERGL2,Erigeron glabellus,Erigeron glabellus,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
MEOF,MEOF,Melilotus officinalis,Melilotus albus,NA,FORB,PERENNIAL,NA,TRUE,NA,NA,NoxPerenForbCover 
CIAR4,CIAR4,Cirsium arvense,Cirsium arvense,NA,FORB,PERENNIAL,NA,TRUE,NA,NA,NoxPerenForbCover 
LASE,LASE,Lactuca serriola,Lactuca serriola,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
YUGL,YUGL,Yucca glauca,Yucca glauca,NA,FORB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxPerenForbCover 
DRRE,DRRE,Draba rectifructa,Draba rectifructa,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
DESO2,DESO2,Descurainia sophia,Descurainia sophia,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
IPAGA2,IPAGA2,Ipomopsis aggregata ssp. attenuata,Ipomopsis aggregata ssp. attenuata,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
SIAN2,SIAN2,Silene antirrhina,Silene antirrhina,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
RHGL,RHGL,Rhus glabra,Rhus glabra,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
CHFE,CHFE,Cheilanthes feei,Cheilanthes feei,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
FRAN2,FRAN2,Fraxinus anomala,Fraxinus anomala,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
SILO3,SILO3,Sisymbrium loeselii,Sisymbrium loeselii,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
MUMO,MUMO,Muhlenbergia montana,Muhlenbergia montana,NA,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
IPAG,IPAG,Ipomopsis aggregata,Ipomopsis aggregata,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
DISP,DISP,Distichlis spicata,Distichlis stricta,NA,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
LOEA,LOEA,Lomatium eastwoodiae,Lomatium eastwoodiae,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ASFL,ASFL,Astragalus flavus,Astragalus flavus,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
SIDR,SIDR,Silene drummondii,Silene drummondii,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ARCA13,ARCA13,Artemisia cana,Artemisia cana,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
LECR12,LECR12,Lepidium crenatum,Lepidium crenatum,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PEST2,PEST2,Penstemon strictus,Penstemon strictus,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
LYJU,LYJU,Lygodesmia juncea,Lygodesmia juncea,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CLSE,CLSE,Cleome serrulata,Cleome serrulata,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
SARA2,SARA2,Sambucus racemosa,Sambucus racemosa,NA,TREE,PERENNIAL,NA,FALSE,NA,NA,NonNoxTreeCover 
ERCO6,ERCO6,Erigeron coulteri,Erigeron coulteri,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
MIMU,MIMU,Mirabilis multiflora,Mirabilis multiflora,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PHAC4,PHAC4,Physaria acutifolia,Physaria acutifolia,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
POAN,POAN,Poa annua,Poa annua,NA,GRAMINOID,ANNUAL,NA,TRUE,C3,NA,NoxAnnGrassCover 
LEDE,LEDE,Lepidium densiflorum,Lepidium densiflorum,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
ASWI2,ASWI2,Astragalus wingatanus,Astragalus wingatanus,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
SAEX,SAEX,Salix exigua,Salix exigua,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
MAGR10,MAGR10,Machaeranthera gracilis,Xanthisma gracile,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
TECA2,TECA2,Tetradymia canescens,Tetradymia canescens,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
ERLE10,ERLE10,Eriogonum leptophyllum,Eriogonum leptophyllum,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
PLIN7,PLIN7,Platyschkuhria integrifolia,Platyschkuhria integrifolia,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
CHDO,CHDO,Chaenactis douglasii,Chaenactis douglasii,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
BAHY,BAHY,Bassia hyssopifolia,Bassia hyssopifolia,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
OPUNT,OPUNT,Opuntia,Opuntia,NONWOODY,SUCCULENT,PERENNIAL,TRUE,FALSE,CAM,NA,NonNoxSucculentCover 
SALSO,SALSO,Salsosa,Salsosa,NONWOODY,FORB,ANNUAL,FALSE,TRUE,NA,NA,NoxAnnForbCover 
ERIGE2,ERIGE2,Erigeron,Erigeron,NONWOODY,FORB,ANNUAL-PERENNIAL,NA,NA,NA,NA,NA
LEPID,LEPID,Lepidium,Lepidium,NONWOODY,FORB,ANNUAL-PERENNIAL,NA,NA,NA,NA,NA
ASTRA,ASTRA,Astragalus,Astragalus,NONWOODY,FORB,ANNUAL-PERENNIAL,TRUE,FALSE,NA,NA,NA
RIBES,RIBES,Ribes,Ribes,WOODY,SHRUB,PERENNIAL,TRUE,FALSE,NA,NA,NonNoxShrubCover 
ANAL4,ANAL4,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
POTEN,POTEN,Potentilla,Potentilla,NA,NA,NA,NA,FALSE,NA,NA,NA
CERCO,CERCO,Cercocarpus,Cercocarpus,WOODY,SHRUB,PERENNIAL,TRUE,FALSE,NA,NA,NonNoxShrubCover 
ERRA,ERRA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
CHRYS9,CHRYS9,Chrysothamnus,Chrysothamnus,WOODY,SHRUB,PERENNIAL,TRUE,FALSE,NA,NA,NonNoxShrubCover 
AMUT,AMUT,Amelanchier utahensis,Amelanchier alnifolia var. utahensis,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
SPCO,SPCO,Sphaeralcea coccinea,Sphaeralcea coccinea,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
YUHA,YUHA,Yucca harrimaniae,Yucca harrimaniae,WOODY,SUCCULENT,PERENNIAL,NA,FALSE,NA,NA,NonNoxSucculentCover 
OPFR,OPFR,Opuntia fragilis,Opuntia fragilis,WOODY,SUCCULENT,PERENNIAL,NA,FALSE,NA,NA,NonNoxSucculentCover 
QUGA,QUGA,Quercus gambelii,Quercus gambelii,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
VUOC,VUOC,Vulpia octoflora,Vulpia octoflora,NONWOODY,GRAMINOID,ANNUAL,NA,FALSE,C3,NA,NonNoxAnnGrassCover 
SCLI,SCLI,Schoenocrambe linifolia,Sisymbrium linifolium,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CETE5,CETE5,Ceratocephala testiculata,Ranunculus testiculatus,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
ERNA10,ERNA10,Ericameria nauseosa,Ericameria nauseosa,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
YUBA,YUBA,Yucca baccata,Yucca baccata var. baccata,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
MARE11,MARE11,Mahonia repens,Berberis repens,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
SARAR3,SARAR3,Sambucus racemosa var. racemosa,Sambucus racemosa var. microbotrys,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
PSMO,PSMO,Pseudocymopterus montanus,Cymopterus lemmonii,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
DRCU,DRCU,Draba cuneifolia,Draba cuneifolia,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
JUARL,JUARL,Juncus arcticus ssp. littoralis,Juncus arcticus var. balticus,NA,SEDGE,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenSedgeCover 
ERCO14,ERCO14,Eriogonum corymbosum,Eriogonum corymbosum,WOODY,SUBSHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxSubShrubCover 
BAAM4,BAAM4,Bassia americana,Kochia americana,WOODY,SUBSHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxSubShrubCover 
MACA2,MACA2,Machaeranthera canescens,Dieteria canescens,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ALAC4,ALAC4,Allium acuminatum,Allium acuminatum,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ECTR,ECTR,Echinocereus triglochidiatus,Echinocereus triglochidiatus,WOODY,SUCCULENT,PERENNIAL,NA,FALSE,NA,NA,NonNoxSucculentCover 
ERIN4,ERIN4,Eriogonum inflatum,Eriogonum inflatum,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
PESI,PESI,Pediocactus simpsonii,Pediocactus simpsonii,WOODY,SUCCULENT,PERENNIAL,NA,FALSE,NA,NA,NonNoxSucculentCover 
POPR,POPR,Poa pratensis,Poa pratensis,NONWOODY,GRAMINOID,PERENNIAL,NA,TRUE,C3,NA,NoxPerenGrassCover 
BRPU3,BRINP5,Bromus inermis ssp. pumpellianus,Bromus inermis ssp. pumpellianus,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
VUOCO,VUOC,Vulpia octoflora,Vulpia octoflora,NONWOODY,GRAMINOID,ANNUAL,NA,FALSE,C3,NA,NonNoxAnnGrassCover 
POCO,POCO,Poa compressa,Poa compressa,NONWOODY,GRAMINOID,ANNUAL,NA,TRUE,C3,NA,NoxAnnGrassCover 
SPAI,SPAI,Sporobolous airoides,Sporobolus airoides,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
POFEF,POFEF,Poa fendleriana ssp. Fendleriana,Poa fendleriana ssp. Fendleriana,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
"BRPO2
",BRPO2,Bromus porteri,Bromus porteri,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
CARO5,CARO5,Carex rossii,Carex rossii,NONWOODY,SEDGE,PERENNIAL,NA,FALSE,C3,NA,NonNoxPereenSedgeCover
FESA,FESA,Festuca saximontana,Festuca saximontana,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
ECCO5,ECTR,Echinocereus coccineus,Echinocereus triglochidiatus,NONWOODY,SUCCULENT,PERENNIAL,NA,FALSE,CAM,NA,NonNoxSucculentCover 
CRFL6,CRFL6,Cryptantha flavoculata,Oreocarya flavoculata,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
YUAN2,YUANA2,Yucca angustissima var. angustissima,Yucca angustissima var. angustissima,WOODY,SUCCULENT,PERENNIAL,NA,FALSE,CAM,NA,NonNoxSucculentCover 
CACH7,CAAND,Castilleja angustifolia var. dubia,Castilleja angustifolia var. dubia,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
BORE6,ARHOR,Arabis holboellii var. retrofracta,Boechera retrofracta,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
STCO6,STCOC,Streptanthus cordatus,Streptanthus cordatus var. cordatus,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ASAS,ASASA,Asclepias asperula,Asclepias asperula ssp. asperula,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
COMAN,COUMP,Comandra,Comandra umbellata ssp. pallida,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ECTRT,ECTR,Echinocereus triglochidiatus var. triglochidiatus ,Echinocereus triglochidiatus,NONWOODY,FORB,PERENNIAL,NA,FALSE,CAM,NA,NonNoxSucculentCover 
RHTRA,RHTRT,Rhus trilobata var. anisophylla,Rhus trilobata var. trilobata,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
ZIELE,ZIELE,Zigadenus elegans,Zigadenus elegans,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ASGL3,EUGLG2,Eurybia glauca var. glauca,Herrickia glauca var. glauca,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ASPU9,ASPUP7,Astragalus purshii var. purshii,Astragalus purshii var. purshii,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
BROB,BROBL,Brickellia oblongifolia var. linifolia,Brickellia oblongifolia var. linifolia,WOODY,SUBSHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxSubShrubCover 
CLCO2,CLCOC2,Clematis columbiana,Clematis columbiana var. columbiana,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ASOO3,ASOOC,Astragalus oophorus,Astragalus oophorus var. caulescens,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
